Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Corn_area
COUNTY,ALABAMA,1,BLACK BELT,40,AUTAUGA,1,645
COUNTY,ALABAMA,1,BLACK BELT,40,BULLOCK,11,"1,292"
COUNTY,ALABAMA,1,BLACK BELT,40,DALLAS,47,"13,876"
COUNTY,ALABAMA,1,BLACK BELT,40,ELMORE,51,"2,487"
COUNTY,ALABAMA,1,BLACK BELT,40,GREENE,63,34
COUNTY,ALABAMA,1,BLACK BELT,40,HALE,65, 
COUNTY,ALABAMA,1,BLACK BELT,40,LOWNDES,85,"1,630"
COUNTY,ALABAMA,1,BLACK BELT,40,MACON,87, 
COUNTY,ALABAMA,1,BLACK BELT,40,MARENGO,91,"1,800"
COUNTY,ALABAMA,1,BLACK BELT,40,MONTGOMERY,101,"1,051"
COUNTY,ALABAMA,1,BLACK BELT,40,PERRY,105,"6,683"
COUNTY,ALABAMA,1,BLACK BELT,40,SUMTER,119,552
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BALDWIN,3,"6,658"
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,BUTLER,13,"2,882"
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CHOCTAW,23, 
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CLARKE,25,85
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,CONECUH,35,"1,367"
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,ESCAMBIA,53,"2,614"
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MOBILE,97, 
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,MONROE,99,"1,317"
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WASHINGTON,129,832
COUNTY,ALABAMA,1,COASTAL PLAINS & GULF COAST,50,WILCOX,131,769
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,BLOUNT,9,301
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CALHOUN,15,416
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CHEROKEE,19,"4,486"
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CLEBURNE,29,492
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,CULLMAN,43,"4,283"
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,DE KALB,49,"13,662"
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,ETOWAH,55,"1,068"
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,JACKSON,71,"19,535"
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,MARSHALL,95,"3,966"
COUNTY,ALABAMA,1,MOUNTAINS & EASTERN VALLEY,20,SAINT CLAIR,115,55
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,COLBERT,33,"22,148"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,FRANKLIN,59,"1,101"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,LAUDERDALE,77,"15,885"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,LAWRENCE,79,"22,925"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,LIMESTONE,83,"16,886"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MADISON,89,"25,499"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MARION,93,"1,197"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,MORGAN,103,"1,920"
COUNTY,ALABAMA,1,NORTHERN VALLEY,10,WINSTON,133,70
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,BIBB,7,827
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHAMBERS,17,144
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CHILTON,21,486
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,CLAY,27, 
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,COOSA,37,22
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,FAYETTE,57,720
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,JEFFERSON,73,114
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LAMAR,75, 
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,LEE,81,210
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,PICKENS,107,"3,058"
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,RANDOLPH,111,"1,262"
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,SHELBY,117,"1,386"
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLADEGA,121,"3,257"
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TALLAPOOSA,123,375
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,TUSCALOOSA,125,"1,465"
COUNTY,ALABAMA,1,UPPER PLAINS & PIEDMONT,30,WALKER,127,522
COUNTY,ALABAMA,1,WIREGRASS,60,BARBOUR,5,"1,065"
COUNTY,ALABAMA,1,WIREGRASS,60,COFFEE,31,"2,317"
COUNTY,ALABAMA,1,WIREGRASS,60,COVINGTON,39,"2,246"
COUNTY,ALABAMA,1,WIREGRASS,60,CRENSHAW,41,"1,481"
COUNTY,ALABAMA,1,WIREGRASS,60,DALE,45,"1,925"
COUNTY,ALABAMA,1,WIREGRASS,60,GENEVA,61,"4,009"
COUNTY,ALABAMA,1,WIREGRASS,60,HENRY,67,"4,819"
COUNTY,ALABAMA,1,WIREGRASS,60,HOUSTON,69,"1,762"
COUNTY,ALABAMA,1,WIREGRASS,60,PIKE,109,"2,140"
COUNTY,ALABAMA,1,WIREGRASS,60,RUSSELL,113,"2,012"
COUNTY,ARIZONA,4,NORTHERN,10,NAVAJO,17,300
COUNTY,ARIZONA,4,NORTHERN,10,YAVAPAI,25,139
COUNTY,ARIZONA,4,SOUTHERN,80,COCHISE,3,"23,292"
COUNTY,ARIZONA,4,SOUTHERN,80,GRAHAM,9,"5,156"
COUNTY,ARIZONA,4,SOUTHERN,80,GREENLEE,11, 
COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12, 
COUNTY,ARIZONA,4,SOUTHERN,80,MARICOPA,13, 
COUNTY,ARIZONA,4,SOUTHERN,80,PIMA,19, 
COUNTY,ARIZONA,4,SOUTHERN,80,PINAL,21,"1,184"
COUNTY,ARKANSAS,5,CENTRAL,50,CONWAY,29,"2,827"
COUNTY,ARKANSAS,5,CENTRAL,50,FAULKNER,45,"1,472"
COUNTY,ARKANSAS,5,CENTRAL,50,PERRY,105, 
COUNTY,ARKANSAS,5,CENTRAL,50,PULASKI,119,"3,839"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,ARKANSAS,1,"46,585"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,CRITTENDEN,35,"12,572"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,CROSS,37,"13,964"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,LEE,77,"31,063"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,LONOKE,85,"33,997"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,MONROE,95,"26,601"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,"34,883"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,PRAIRIE,117,"15,326"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123,"15,917"
COUNTY,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147,"17,477"
COUNTY,ARKANSAS,5,NORTH CENTRAL,20,FULTON,49,450
COUNTY,ARKANSAS,5,NORTH CENTRAL,20,IZARD,65, 
COUNTY,ARKANSAS,5,NORTHEAST,30,CLAY,21,"26,891"
COUNTY,ARKANSAS,5,NORTHEAST,30,CRAIGHEAD,31,"33,408"
COUNTY,ARKANSAS,5,NORTHEAST,30,GREENE,55,"24,635"
COUNTY,ARKANSAS,5,NORTHEAST,30,INDEPENDENCE,63,"4,748"
COUNTY,ARKANSAS,5,NORTHEAST,30,JACKSON,67,"10,965"
COUNTY,ARKANSAS,5,NORTHEAST,30,LAWRENCE,75,"6,931"
COUNTY,ARKANSAS,5,NORTHEAST,30,MISSISSIPPI,93,"17,558"
COUNTY,ARKANSAS,5,NORTHEAST,30,POINSETT,111,"18,436"
COUNTY,ARKANSAS,5,NORTHEAST,30,RANDOLPH,121,"4,361"
COUNTY,ARKANSAS,5,NORTHEAST,30,WHITE,145,"4,552"
COUNTY,ARKANSAS,5,NORTHWEST,10,BENTON,7,407
COUNTY,ARKANSAS,5,NORTHWEST,10,BOONE,9, 
COUNTY,ARKANSAS,5,NORTHWEST,10,CARROLL,15, 
COUNTY,ARKANSAS,5,NORTHWEST,10,WASHINGTON,143, 
COUNTY,ARKANSAS,5,SOUTH CENTRAL,80,CLARK,19, 
COUNTY,ARKANSAS,5,SOUTHEAST,90,ASHLEY,3,"18,071"
COUNTY,ARKANSAS,5,SOUTHEAST,90,CHICOT,17,"24,115"
COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,"28,905"
COUNTY,ARKANSAS,5,SOUTHEAST,90,DREW,43,"9,581"
COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,"42,130"
COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,"19,994"
COUNTY,ARKANSAS,5,SOUTHWEST,70,LAFAYETTE,73,"11,869"
COUNTY,ARKANSAS,5,SOUTHWEST,70,LITTLE RIVER,81,"9,271"
COUNTY,ARKANSAS,5,SOUTHWEST,70,MILLER,91,"10,447"
COUNTY,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,"1,638"
COUNTY,ARKANSAS,5,WEST CENTRAL,40,FRANKLIN,47,628
COUNTY,ARKANSAS,5,WEST CENTRAL,40,JOHNSON,71,"1,537"
COUNTY,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83, 
COUNTY,ARKANSAS,5,WEST CENTRAL,40,POPE,115,"1,186"
COUNTY,ARKANSAS,5,WEST CENTRAL,40,SEBASTIAN,131, 
COUNTY,ARKANSAS,5,WEST CENTRAL,40,YELL,149,"1,894"
COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13, 
COUNTY,CALIFORNIA,6,CENTRAL COAST,40,LAKE,33, 
COUNTY,CALIFORNIA,6,CENTRAL COAST,40,MONTEREY,53,340
COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SONOMA,97,12
COUNTY,CALIFORNIA,6,NORTHEAST,30,MODOC,49, 
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,"1,750"
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,"3,460"
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,"3,663"
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,"11,387"
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,"4,468"
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,"6,386"
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,TEHAMA,103, 
COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,"13,564"
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,"1,365"
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,275
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,"1,346"
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,623
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,"5,490"
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,"24,453"
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,"2,456"
COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,"5,558"
COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,CALAVERAS,9, 
COUNTY,CALIFORNIA,6,SIERRA MOUNTAINS,60,PLACER,61, 
COUNTY,CALIFORNIA,6,SISKIYOU-SHASTA,20,SHASTA,89, 
COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,IMPERIAL,25,989
COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,LOS ANGELES,37, 
COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,RIVERSIDE,65, 
COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SAN DIEGO,73,214
COUNTY,CALIFORNIA,6,SOUTHERN CALIFORNIA,80,SANTA BARBARA,83, 
COUNTY,COLORADO,8,EAST CENTRAL,60,ADAMS,1,"42,882"
COUNTY,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5, 
COUNTY,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,"69,591"
COUNTY,COLORADO,8,EAST CENTRAL,60,EL PASO,41,5
COUNTY,COLORADO,8,EAST CENTRAL,60,ELBERT,39,"7,484"
COUNTY,COLORADO,8,EAST CENTRAL,60,KIOWA,61,"26,280"
COUNTY,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,"2,09,854"
COUNTY,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,"32,484"
COUNTY,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,"1,18,783"
COUNTY,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,"1,21,491"
COUNTY,COLORADO,8,EAST CENTRAL,60,YUMA,125,"2,23,822"
COUNTY,COLORADO,8,NORTHEAST,20,BOULDER,13,"2,564"
COUNTY,COLORADO,8,NORTHEAST,20,BROOMFIELD,14, 
COUNTY,COLORADO,8,NORTHEAST,20,JEFFERSON,59, 
COUNTY,COLORADO,8,NORTHEAST,20,LARIMER,69,"8,713"
COUNTY,COLORADO,8,NORTHEAST,20,LOGAN,75,"95,667"
COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,"58,136"
COUNTY,COLORADO,8,NORTHEAST,20,SEDGWICK,115,"58,960"
COUNTY,COLORADO,8,NORTHEAST,20,WELD,123,"1,05,661"
COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,JACKSON,57, 
COUNTY,COLORADO,8,SAN LUIS VALLEY,80,CONEJOS,21,39
COUNTY,COLORADO,8,SOUTHEAST,90,BACA,9,"49,206"
COUNTY,COLORADO,8,SOUTHEAST,90,BENT,11,"12,066"
COUNTY,COLORADO,8,SOUTHEAST,90,CROWLEY,25,217
COUNTY,COLORADO,8,SOUTHEAST,90,LAS ANIMAS,71, 
COUNTY,COLORADO,8,SOUTHEAST,90,OTERO,89,"8,956"
COUNTY,COLORADO,8,SOUTHEAST,90,PROWERS,99,"29,416"
COUNTY,COLORADO,8,SOUTHEAST,90,PUEBLO,101,"3,601"
COUNTY,COLORADO,8,SOUTHWEST,70,DELTA,29,"4,087"
COUNTY,COLORADO,8,SOUTHWEST,70,DOLORES,33, 
COUNTY,COLORADO,8,SOUTHWEST,70,GARFIELD,45,390
COUNTY,COLORADO,8,SOUTHWEST,70,LA PLATA,67,586
COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,"5,111"
COUNTY,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,"3,578"
COUNTY,COLORADO,8,SOUTHWEST,70,MONTROSE,85,"5,128"
COUNTY,COLORADO,8,SOUTHWEST,70,SAN MIGUEL,113, 
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,FAIRFIELD,1,231
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,HARTFORD,3,"2,029"
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,LITCHFIELD,5,"2,097"
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW HAVEN,9,18
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,NEW LONDON,11,604
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,TOLLAND,13,604
COUNTY,CONNECTICUT,9,ALL COUNTIES,10,WINDHAM,15,370
COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,"55,961"
COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,3,"20,112"
COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,5,"1,11,890"
COUNTY,FLORIDA,12,CENTRAL,50,ALACHUA,1,"1,813"
COUNTY,FLORIDA,12,CENTRAL,50,BRADFORD,7, 
COUNTY,FLORIDA,12,CENTRAL,50,CITRUS,17, 
COUNTY,FLORIDA,12,CENTRAL,50,CLAY,19, 
COUNTY,FLORIDA,12,CENTRAL,50,FLAGLER,35, 
COUNTY,FLORIDA,12,CENTRAL,50,GILCHRIST,41,"1,098"
COUNTY,FLORIDA,12,CENTRAL,50,HILLSBOROUGH,57,303
COUNTY,FLORIDA,12,CENTRAL,50,LAKE,69, 
COUNTY,FLORIDA,12,CENTRAL,50,LEVY,75,850
COUNTY,FLORIDA,12,CENTRAL,50,MARION,83,62
COUNTY,FLORIDA,12,CENTRAL,50,ORANGE,95, 
COUNTY,FLORIDA,12,CENTRAL,50,PUTNAM,107, 
COUNTY,FLORIDA,12,CENTRAL,50,ST. JOHNS,109,"2,262"
COUNTY,FLORIDA,12,CENTRAL,50,UNION,125, 
COUNTY,FLORIDA,12,CENTRAL,50,VOLUSIA,127, 
COUNTY,FLORIDA,12,NORTHEAST,30,BAKER,3,111
COUNTY,FLORIDA,12,NORTHEAST,30,COLUMBIA,23,"1,715"
COUNTY,FLORIDA,12,NORTHEAST,30,DIXIE,29,430
COUNTY,FLORIDA,12,NORTHEAST,30,DUVAL,31, 
COUNTY,FLORIDA,12,NORTHEAST,30,HAMILTON,47,"1,928"
COUNTY,FLORIDA,12,NORTHEAST,30,LAFAYETTE,67, 
COUNTY,FLORIDA,12,NORTHEAST,30,MADISON,79,"5,741"
COUNTY,FLORIDA,12,NORTHEAST,30,NASSAU,89,132
COUNTY,FLORIDA,12,NORTHEAST,30,SUWANNEE,121,"2,095"
COUNTY,FLORIDA,12,NORTHEAST,30,TAYLOR,123,30
COUNTY,FLORIDA,12,NORTHWEST,10,CALHOUN,13,32
COUNTY,FLORIDA,12,NORTHWEST,10,ESCAMBIA,33,409
COUNTY,FLORIDA,12,NORTHWEST,10,GADSDEN,39,667
COUNTY,FLORIDA,12,NORTHWEST,10,HOLMES,59,"1,025"
COUNTY,FLORIDA,12,NORTHWEST,10,JACKSON,63,"4,269"
COUNTY,FLORIDA,12,NORTHWEST,10,JEFFERSON,65,364
COUNTY,FLORIDA,12,NORTHWEST,10,LEON,73,"2,042"
COUNTY,FLORIDA,12,NORTHWEST,10,LIBERTY,77, 
COUNTY,FLORIDA,12,NORTHWEST,10,OKALOOSA,91,403
COUNTY,FLORIDA,12,NORTHWEST,10,SANTA ROSA,113,885
COUNTY,FLORIDA,12,NORTHWEST,10,WAKULLA,129,4
COUNTY,FLORIDA,12,NORTHWEST,10,WALTON,131,494
COUNTY,FLORIDA,12,NORTHWEST,10,WASHINGTON,133,466
COUNTY,FLORIDA,12,SOUTHERN,80,BREVARD,9, 
COUNTY,FLORIDA,12,SOUTHERN,80,COLLIER,21,81
COUNTY,FLORIDA,12,SOUTHERN,80,INDIAN RIVER,61,"1,218"
COUNTY,FLORIDA,12,SOUTHERN,80,MANATEE,81, 
COUNTY,FLORIDA,12,SOUTHERN,80,MIAMI-DADE,86,13
COUNTY,FLORIDA,12,SOUTHERN,80,OKEECHOBEE,93, 
COUNTY,FLORIDA,12,SOUTHERN,80,PALM BEACH,99,129
COUNTY,FLORIDA,12,SOUTHERN,80,SARASOTA,115, 
COUNTY,GEORGIA,13,CENTRAL,50,BALDWIN,9, 
COUNTY,GEORGIA,13,CENTRAL,50,BIBB,21, 
COUNTY,GEORGIA,13,CENTRAL,50,BLECKLEY,23,"2,644"
COUNTY,GEORGIA,13,CENTRAL,50,BUTTS,35, 
COUNTY,GEORGIA,13,CENTRAL,50,CRAWFORD,79, 
COUNTY,GEORGIA,13,CENTRAL,50,DODGE,91,"1,594"
COUNTY,GEORGIA,13,CENTRAL,50,HOUSTON,153,"1,206"
COUNTY,GEORGIA,13,CENTRAL,50,JASPER,159,66
COUNTY,GEORGIA,13,CENTRAL,50,JOHNSON,167,"3,287"
COUNTY,GEORGIA,13,CENTRAL,50,JONES,169, 
COUNTY,GEORGIA,13,CENTRAL,50,LAURENS,175,"1,862"
COUNTY,GEORGIA,13,CENTRAL,50,MONROE,207,86
COUNTY,GEORGIA,13,CENTRAL,50,MONTGOMERY,209, 
COUNTY,GEORGIA,13,CENTRAL,50,MORGAN,211,322
COUNTY,GEORGIA,13,CENTRAL,50,NEWTON,217,243
COUNTY,GEORGIA,13,CENTRAL,50,PEACH,225,160
COUNTY,GEORGIA,13,CENTRAL,50,PULASKI,235,682
COUNTY,GEORGIA,13,CENTRAL,50,PUTNAM,237, 
COUNTY,GEORGIA,13,CENTRAL,50,ROCKDALE,247,14
COUNTY,GEORGIA,13,CENTRAL,50,TREUTLEN,283,706
COUNTY,GEORGIA,13,CENTRAL,50,TWIGGS,289,612
COUNTY,GEORGIA,13,CENTRAL,50,WASHINGTON,303,"3,408"
COUNTY,GEORGIA,13,CENTRAL,50,WHEELER,309,356
COUNTY,GEORGIA,13,CENTRAL,50,WILKINSON,319,143
COUNTY,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31,"4,351"
COUNTY,GEORGIA,13,EAST CENTRAL,60,BURKE,33,"11,243"
COUNTY,GEORGIA,13,EAST CENTRAL,60,CANDLER,43,89
COUNTY,GEORGIA,13,EAST CENTRAL,60,EFFINGHAM,103,240
COUNTY,GEORGIA,13,EAST CENTRAL,60,EMANUEL,107,"1,329"
COUNTY,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,"12,071"
COUNTY,GEORGIA,13,EAST CENTRAL,60,JENKINS,165,"1,319"
COUNTY,GEORGIA,13,EAST CENTRAL,60,RICHMOND,245, 
COUNTY,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251,"10,332"
COUNTY,GEORGIA,13,NORTH CENTRAL,20,BARROW,13,13
COUNTY,GEORGIA,13,NORTH CENTRAL,20,CHEROKEE,57,158
COUNTY,GEORGIA,13,NORTH CENTRAL,20,CLARKE,59, 
COUNTY,GEORGIA,13,NORTH CENTRAL,20,DAWSON,85,262
COUNTY,GEORGIA,13,NORTH CENTRAL,20,FANNIN,111,611
COUNTY,GEORGIA,13,NORTH CENTRAL,20,FORSYTH,117, 
COUNTY,GEORGIA,13,NORTH CENTRAL,20,FULTON,121,9
COUNTY,GEORGIA,13,NORTH CENTRAL,20,GILMER,123,322
COUNTY,GEORGIA,13,NORTH CENTRAL,20,GWINNETT,135, 
COUNTY,GEORGIA,13,NORTH CENTRAL,20,HALL,139,894
COUNTY,GEORGIA,13,NORTH CENTRAL,20,JACKSON,157,34
COUNTY,GEORGIA,13,NORTH CENTRAL,20,LUMPKIN,187,501
COUNTY,GEORGIA,13,NORTH CENTRAL,20,OCONEE,219,149
COUNTY,GEORGIA,13,NORTH CENTRAL,20,PICKENS,227,15
COUNTY,GEORGIA,13,NORTH CENTRAL,20,TOWNS,281, 
COUNTY,GEORGIA,13,NORTH CENTRAL,20,UNION,291,173
COUNTY,GEORGIA,13,NORTH CENTRAL,20,WALTON,297,154
COUNTY,GEORGIA,13,NORTH CENTRAL,20,WHITE,311,55
COUNTY,GEORGIA,13,NORTHEAST,30,BANKS,11,199
COUNTY,GEORGIA,13,NORTHEAST,30,ELBERT,105, 
COUNTY,GEORGIA,13,NORTHEAST,30,FRANKLIN,119,221
COUNTY,GEORGIA,13,NORTHEAST,30,HABERSHAM,137,184
COUNTY,GEORGIA,13,NORTHEAST,30,HART,147, 
COUNTY,GEORGIA,13,NORTHEAST,30,MADISON,195, 
COUNTY,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221, 
COUNTY,GEORGIA,13,NORTHEAST,30,RABUN,241,57
COUNTY,GEORGIA,13,NORTHEAST,30,STEPHENS,257,155
COUNTY,GEORGIA,13,NORTHWEST,10,BARTOW,15,770
COUNTY,GEORGIA,13,NORTHWEST,10,CHATTOOGA,55,497
COUNTY,GEORGIA,13,NORTHWEST,10,DADE,83,58
COUNTY,GEORGIA,13,NORTHWEST,10,FLOYD,115,"2,304"
COUNTY,GEORGIA,13,NORTHWEST,10,GORDON,129,"2,823"
COUNTY,GEORGIA,13,NORTHWEST,10,MURRAY,213,748
COUNTY,GEORGIA,13,NORTHWEST,10,PAULDING,223,14
COUNTY,GEORGIA,13,NORTHWEST,10,POLK,233,781
COUNTY,GEORGIA,13,NORTHWEST,10,WALKER,295, 
COUNTY,GEORGIA,13,NORTHWEST,10,WHITFIELD,313,325
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,ATKINSON,3,"2,802"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BEN HILL,17,"1,591"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BERRIEN,19,"2,882"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BROOKS,27,"1,663"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,CLINCH,65,343
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COFFEE,69,"3,601"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COLQUITT,71,"4,543"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COOK,75,"1,855"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,CRISP,81,920
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,DOOLY,93,"2,710"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,ECHOLS,101,56
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,IRWIN,155,"5,304"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,JEFF DAVIS,161,"2,437"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,LANIER,173,"1,671"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,LOWNDES,185,925
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,TELFAIR,271,639
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,TIFT,277,"2,086"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,TURNER,287,"2,862"
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,WILCOX,315,588
COUNTY,GEORGIA,13,SOUTH CENTRAL,80,WORTH,321,"6,564"
COUNTY,GEORGIA,13,SOUTHEAST,90,APPLING,1,"4,000"
COUNTY,GEORGIA,13,SOUTHEAST,90,BACON,5,"1,411"
COUNTY,GEORGIA,13,SOUTHEAST,90,BRANTLEY,25,599
COUNTY,GEORGIA,13,SOUTHEAST,90,BRYAN,29,429
COUNTY,GEORGIA,13,SOUTHEAST,90,CHARLTON,49,105
COUNTY,GEORGIA,13,SOUTHEAST,90,CHATHAM,51,20
COUNTY,GEORGIA,13,SOUTHEAST,90,EVANS,109,878
COUNTY,GEORGIA,13,SOUTHEAST,90,LIBERTY,179,127
COUNTY,GEORGIA,13,SOUTHEAST,90,LONG,183,304
COUNTY,GEORGIA,13,SOUTHEAST,90,PIERCE,229,"4,582"
COUNTY,GEORGIA,13,SOUTHEAST,90,TATTNALL,267,"1,830"
COUNTY,GEORGIA,13,SOUTHEAST,90,TOOMBS,279,"4,186"
COUNTY,GEORGIA,13,SOUTHEAST,90,WARE,299,"1,925"
