,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm,Latitude,Longitude,CO2,N2O
598,COUNTY,MISSOURI,29,EAST,60,MONTGOMERY,139,0,41447,697,107.1,38.9682313,-91.4821326,5749.144288,190196.5739
599,COUNTY,MISSOURI,29,EAST,60,PERRY,157,0,26333,172,107.1,37.7107349,-89.8430248,3628.138985,76786.06157
600,COUNTY,MISSOURI,29,EAST,60,ST CHARLES,183,0,39765,260,107.1,38.7877791,-90.6747372,5478.812925,175071.568
601,COUNTY,MISSOURI,29,EAST,60,ST FRANCOIS,187,0,937,240,107.1,37.7763775,-90.5089041,150.2830793,99.18289853
602,COUNTY,MISSOURI,29,EAST,60,ST LOUIS,189,0,1286,0,107.1,38.6280278,-90.1910154,176.4231935,184.7748595
603,COUNTY,MISSOURI,29,EAST,60,STE GENEVIEVE,186,0,12391,0,107.1,37.88958,-90.1856637,1699.890972,17010.50017
604,COUNTY,MISSOURI,29,EAST,60,WARREN,219,0,21354,352,107.1,38.7535106,-91.1453948,2961.385914,50500.56732
605,COUNTY,MISSOURI,29,EAST,60,WASHINGTON,221,0,153,0,107.1,37.9559513,-90.879099,20.98969565,2.79662377
606,COUNTY,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1,0,18562,0,107.1,40.1769782,-92.6161167,2546.475363,38160.36443
607,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,0,98334,0,107.1,39.441912,-93.516971,13490.20086,1070384.897
608,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,0,74020,160,107.1,39.5372927,-92.9524728,10169.11492,606524.8904
609,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,0,30762,0,107.1,40.1075648,-93.5737817,4220.163513,104780.2628
610,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,0,29965,0,107.1,39.8652349,-93.1104004,4110.825033,99422.22317
611,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,0,38976,1715,107.1,39.7639036,-93.5573919,5502.360644,168217.3348
612,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,0,49475,0,107.1,39.8416253,-92.5675118,6787.354197,270992.4089
613,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MERCER,129,0,18881,60,107.1,40.4095007,-93.5788706,2595.672778,39482.9272
614,COUNTY,MISSOURI,29,NORTH CENTRAL,20,PUTNAM,171,0,14376,0,107.1,40.4890407,-92.9709709,1972.208266,22894.0053
615,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,0,21607,0,107.1,39.4418988,-92.5009215,2964.211463,51702.54271
616,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197,0,11073,0,107.1,40.4644896,-92.5152037,1519.077777,13585.8114
617,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,0,13942,0,107.1,40.1993002,-93.1140993,1912.668867,21533.13278
618,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,0,109004,2561,107.1,39.2226625,-91.8467268,15185.95828,1315313.563
619,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,0,81178,0,107.1,40.3962004,-91.7362195,11136.6112,729492.0946
620,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,0,43875,0,107.1,40.122723,-92.1573551,6019.103899,213124.502
621,COUNTY,MISSOURI,29,NORTHEAST,30,LEWIS,111,0,54480,0,107.1,40.0902418,-91.7013355,7473.977901,328586.6588
622,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,0,71351,30,107.1,39.8080573,-91.6318781,9791.186405,563576.6702
623,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,0,64428,203,107.1,39.494421,-91.9896892,8857.106695,459526.5714
624,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,0,63096,24,107.1,39.3683251,-91.1825617,8658.159694,440723.4946
625,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,0,62148,467,107.1,39.552012,-91.547611,8568.23125,427582.9433
626,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,0,50170,166,107.1,40.4479304,-92.1527305,6897.735233,278658.8946
627,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,0,51569,0,107.1,39.8004535,-92.071021,7074.624934,294414.1044
628,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,0,56588,0,107.1,39.9845508,-94.8090258,7763.169263,354503.7329
629,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,0,119842,0,107.1,40.4144817,-95.4359392,16440.83076,1589794.657
630,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,0,51722,406,107.1,39.6733203,-94.794829,7132.388658,296165.2454
631,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,0,26554,894,107.1,39.6558966,-93.9997281,3723.853613,78086.66818
632,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,0,14248,0,107.1,39.3187409,-94.4046405,1954.648259,22488.30676
633,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49,0,45671,0,107.1,39.5975986,-94.4184896,6265.492745,230927.3854
634,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,0,36133,192,107.1,39.9587505,-93.9962662,4974.388535,144555.462
635,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,0,33229,0,107.1,39.5869398,-94.9252426,4558.605207,122256.5587
636,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,0,29812,5,107.1,40.2044898,-94.4159527,4090.28822,98409.73552
637,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,0,63677,210,107.1,40.337172,-93.9845199,8754.712878,448877.1782
638,COUNTY,MISSOURI,29,NORTHWEST,10,HOLT,87,0,86538,0,107.1,40.0989571,-95.2134565,11871.93648,828998.1845
639,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,0,111323,0,107.1,40.3483437,-94.8723663,15272.12999,1371816.768
640,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,0,41120,0,107.1,39.3770348,-94.7716306,5641.15219,187203.2509
641,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,0,46517,167,107.1,39.3661726,-93.9888262,6396.679678,239561.1964
642,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,0,13830,0,107.1,40.4684837,-94.4176406,1897.303861,21188.70832
643,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,0,8238,50,107.1,37.3310468,-90.0296175,1134.679885,7522.586814
644,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,0,175,0,107.1,37.6211924,-91.5167381,24.00782182,3.624880272
645,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,0,0,0,107.1,36.766989,-91.9151975,0,0
646,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,0,0,0,107.1,37.575509,-90.6953467,0,0
647,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,0,214,0,107.1,37.4914691,-90.3567669,29.3581364,5.356466812
648,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,0,2900,0,107.1,36.6478735,-90.8887906,397.8439044,934.7378384
649,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,0,0,0,107.1,36.6563729,-93.0665776,0,0
650,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,0,266,0,107.1,37.3354601,-91.9808332,36.49188916,8.188998418
651,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,0,6343,0,107.1,37.1129133,-90.4809149,870.1806503,4461.686579
652,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,0,2418,0,107.1,37.2895151,-92.8792111,331.7195038,650.380175
653,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,0,0,0,107.1,37.2731008,-92.4765999,0,0
654,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,0,21538,369,107.1,36.7151346,-90.4146358,2988.168223,51374.44833
655,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,0,46108,0,107.1,37.3034933,-89.5230357,6325.443705,235367.1623
656,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,0,48696,1421,107.1,36.837087,-89.3336141,6809.194193,262543.7047
657,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,0,10564,440,107.1,36.7033624,-93.8229669,1489.102939,12368.17511
658,COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,0,57781,218,107.1,37.5040024,-94.3620755,7946.579675,369607.7448
659,COUNTY,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,0,114,0,107.1,36.9586087,-93.1692896,15.63938107,1.591664527
660,COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57,0,20188,286,107.1,37.4323036,-93.8406302,2795.447182,45137.36515
661,COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77,0,1705,0,107.1,37.2671929,-93.3465486,233.9047783,324.0485737
662,COUNTY,MISSOURI,29,SOUTHWEST,70,JASPER,97,0,31853,82,107.1,37.176515,-94.3103412,4377.262401,112342.9383
663,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,0,9355,0,107.1,37.1036975,-93.8535681,1283.389561,9699.066415
664,COUNTY,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,0,943,0,107.1,36.6259839,-94.3529462,129.3678627,99.69184344
665,COUNTY,MISSOURI,29,SOUTHWEST,70,NEWTON,145,0,5139,0,107.1,36.9070237,-94.3424195,705.0068362,2929.957129
666,COUNTY,MISSOURI,29,SOUTHWEST,70,STONE,209,0,385,0,107.1,36.7377156,-93.4555059,52.817208,16.92341609
667,COUNTY,MISSOURI,29,WEST,40,BATES,13,0,69386,0,107.1,38.2612027,-94.3503613,9518.89557,532964.9375
668,COUNTY,MISSOURI,29,WEST,40,CASS,37,0,43268,0,107.1,38.6585427,-94.3721539,5935.831054,207269.047
669,COUNTY,MISSOURI,29,WEST,40,CEDAR,39,0,3370,0,107.1,37.7084225,-93.861222,462.3220545,1261.539832
670,COUNTY,MISSOURI,29,WEST,40,HENRY,83,0,29234,530,107.1,38.3791027,-93.8066565,4058.546437,94634.29963
671,COUNTY,MISSOURI,29,WEST,40,JACKSON,95,0,17741,0,107.1,39.03540865,-94.35835358,2433.844382,34860.39542
672,COUNTY,MISSOURI,29,WEST,40,JOHNSON,101,0,45587,50,107.1,38.7295547,-93.8161034,6258.497811,230078.9025
673,COUNTY,MISSOURI,29,WEST,40,LAFAYETTE,107,0,103352,0,107.1,39.0603689,-93.8151868,14178.608,1182409.004
674,COUNTY,MISSOURI,29,WEST,40,ST CLAIR,185,0,14330,377,107.1,38.0592942,-93.7945456,2000.04495,22749.34539
675,COUNTY,MISSOURI,29,WEST,40,VERNON,217,0,68883,429,107.1,37.8639924,-94.3800151,9488.747517,525268.3054
676,COUNTY,NEW MEXICO,35,NORTHEAST,30,CURRY,9,5654,6151,24895,37,34.5220133,-103.3099435,3834.039162,17059.92828
677,COUNTY,NEW MEXICO,35,NORTHEAST,30,QUAY,37,2452,0,8204,37,35.1439219,-103.4183431,1095.523429,1699.093233
678,COUNTY,NEW MEXICO,35,NORTHEAST,30,ROOSEVELT,41,4427,14284,12759,37,33.972525,-103.4933903,3646.631128,27281.64628
679,COUNTY,NEW MEXICO,35,SOUTHEAST,90,CHAVES,5,3216,0,0,37,33.2993426,-104.5133481,512.7195838,1193.866419
680,COUNTY,NEW MEXICO,35,SOUTHEAST,90,DONA ANA,13,11626,0,0,37,32.32817,-106.849423,1853.506804,15561.27835
681,COUNTY,NEW MEXICO,35,SOUTHEAST,90,EDDY,15,3495,0,0,37,32.4003136,-104.345259,557.1999209,1409.588885
682,COUNTY,NEW MEXICO,35,SOUTHEAST,90,LEA,25,16375,0,0,37,32.7448727,-103.3828242,2610.6291,30861.76405
683,COUNTY,NEW MEXICO,35,SOUTHWEST,70,HIDALGO,23,0,2539,0,37,26.2711968,-98.3266103,327.9562472,716.9298458
684,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,2923,0,469,37,32.1345966,-107.7682754,506.2876718,990.471476
685,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,0,0,0,37,33.1165937,-107.2569421,0,0
686,COUNTY,NEW MEXICO,35,NORTHEAST,30,MORA,33,0,4,0,37,35.972232,-104.9132218,0.516669944,0.007147582
687,COUNTY,NEW MEXICO,35,NORTHEAST,30,TORRANCE,57,0,0,0,37,34.6356278,-105.9059678,0,0
688,COUNTY,NEW MEXICO,35,NORTHEAST,30,UNION,59,0,8067,0,37,36.3985203,-103.4132264,1041.99411,7213.671363
689,COUNTY,NEW MEXICO,35,NORTHWEST,10,SAN JUAN,45,0,0,0,37,36.4755752,-108.3046555,0,0
690,COUNTY,NEW MEXICO,35,NORTHWEST,10,TAOS,55,0,0,0,37,36.4072377,-105.573284,0,0
691,COUNTY,NEW MEXICO,35,NORTHWEST,10,VALENCIA,61,0,0,0,37,34.7325886,-106.8503919,0,0
692,COUNTY,NEW MEXICO,35,SOUTHWEST,70,GRANT,17,0,0,0,37,32.7548776,-108.3634144,0,0
693,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53,0,0,0,37,34.0572858,-106.8930799,0,0
694,COUNTY,NEW MEXICO,35,NORTHEAST,30,DE BACA,11,0,0,0,37,34.2989792,-104.4155765,0,0
695,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,BEAUFORT,13,9236,39819,0,127.9,35.469331,-76.8927522,7009.219049,185369.9334
696,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CARTERET,31,0,0,0,127.9,34.8496625,-76.5931208,0,0
697,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,CRAVEN,49,2861,21397,0,127.9,35.0808574,-77.0439978,3414.470228,51647.97146
698,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,GREENE,79,5706,10098,0,127.9,35.481724,-77.6728536,2340.777051,15052.14809
699,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,HYDE,95,8094,31495,0,127.9,35.3935017,-76.1253302,5676.04447,117377.9059
700,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JOHNSTON,101,4547,8796,1136,127.9,35.5285816,-78.3768021,2070.981676,10970.37158
701,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,JONES,103,13079,14015,0,127.9,35.0306301,-77.3231405,4112.733315,41450.91133
702,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,LENOIR,107,7697,23360,348,127.9,35.2590371,-77.6484879,4525.067544,67255.2213
703,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PITT,147,13527,26956,1014,127.9,35.611481,-77.3707461,6054.93855,101533.248
704,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WAYNE,191,4434,24767,92,127.9,35.3546293,-78.0149444,4148.520701,70193.75601
705,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,WILSON,195,8525,14237,417,127.9,35.7059114,-77.9175714,3418.402046,30825.58148
706,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIE,59,0,7085,0,127.9,35.9375154,-80.5464948,971.9738148,5565.477372
707,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,RANDOLPH,151,0,6778,250,127.9,35.7142874,-79.7975166,952.5013421,5094.803774
708,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ROWAN,159,612,12614,375,127.9,35.6315952,-80.5171754,1866.928009,17673.42013
709,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,WAKE,183,0,1067,295,127.9,35.7979355,-78.6118311,173.0991646,128.4836932
710,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,BERTIE,15,21298,12593,0,127.9,36.0608505,-76.9747965,5293.906069,69768.5997
711,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,0,17123,0,127.9,36.3106247,-76.1150606,2349.062474,32474.80506
712,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CHOWAN,41,9461,4790,391,127.9,36.0768949,-76.629641,2276.767383,12855.22499
713,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,EDGECOMBE,65,14236,14622,166,127.9,35.9213841,-77.5971695,4404.778949,47012.48436
714,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,GATES,73,10226,4337,0,127.9,36.4412509,-76.6944133,2307.303605,14128.53552
715,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HALIFAX,83,48492,9833,824,127.9,36.2494056,-77.66834,9543.478827,281237.0978
716,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,HERTFORD,91,13768,9063,0,127.9,36.3560545,-77.0115135,3548.752084,30923.60537
717,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,MARTIN,117,32351,6755,208,127.9,35.8134443,-77.0948861,6362.645546,125475.1157
718,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NASH,127,6816,2614,797,127.9,35.992983,-77.9755309,1572.121869,6118.000848
719,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,NORTHAMPTON,131,43390,9409,1006,127.9,36.4168078,-77.3642227,8647.477546,226413.1699
720,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PASQUOTANK,139,0,16141,0,127.9,36.2280793,-76.2149621,2214.344297,28858.01404
721,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,PERQUIMANS,143,5937,14056,443,127.9,36.1739896,-76.4254832,2962.571184,25950.57038
722,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,TYRRELL,177,0,19063,0,127.9,35.8217079,-76.2126146,2615.206328,40247.41666
723,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,WASHINGTON,187,7788,21094,0,127.9,38.88979215,-77.0408245,4197.917703,56263.65236
724,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FRANKLIN,69,0,1034,0,127.9,35.90503535,-79.04775327,141.8519301,119.7267176
725,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,WARREN,185,0,899,0,127.9,36.3901694,-78.1052123,123.3316104,90.66210554
726,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BLADEN,17,900,20725,226,127.9,34.627971,-78.5627714,3014.385332,47663.87566
727,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,BRUNSWICK,19,0,8505,0,127.9,34.0718195,-78.1914215,1166.78014,8017.652961
728,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,COLUMBUS,47,1638,33984,68,127.9,34.2814497,-78.666593,4942.6205,128185.1599
729,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,CUMBERLAND,51,3314,6721,0,127.9,35.0461723,-78.8394255,1476.959549,6276.365866
730,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,DUPLIN,61,5683,38905,822,127.9,34.9464988,-77.9320171,6363.341419,171309.464
731,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HARNETT,85,6602,3578,0,127.9,35.388093,-78.8624963,1596.347431,6443.668795
732,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,HOKE,93,5667,7385,0,127.9,35.0271856,-79.2432785,1962.056755,9747.611889
733,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ONSLOW,133,2900,8099,272,127.9,34.7952348,-77.4215828,1621.317397,8243.043693
734,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,PENDER,141,0,11638,0,127.9,34.5294394,-77.8959525,1596.588745,15006.81705
735,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,ROBESON,155,10803,62492,1147,127.9,34.6485079,-79.0954942,10485.9543,445775.1912
736,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,11161,36268,405,127.9,35.0078434,-78.3609662,6881.086512,159980.6707
737,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,3761,5765,0,127.9,34.8628902,-79.4903372,1420.657414,5318.239896
738,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,ANSON,7,892,7351,0,127.9,34.9705848,-80.0958187,1157.82914,6083.564017
739,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CABARRUS,25,0,4486,0,127.9,35.4045503,-80.564371,615.4233639,2233.426091
740,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,CLEVELAND,45,0,4092,0,127.9,35.7331953,-80.6770111,561.3714679,1858.81933
741,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,LINCOLN,109,0,1494,8,127.9,35.4866424,-81.2062724,205.682816,249.0667157
742,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MONTGOMERY,123,262,735,0,127.9,35.3299572,-79.8979019,144.7041748,69.0285591
743,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MOORE,125,0,1803,0,127.9,35.3054614,-79.4761236,247.3491585,362.2311718
744,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,RICHMOND,153,0,2200,0,127.9,35.0288383,-79.7333261,301.8126172,538.6604258
745,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,STANLY,167,10675,10615,0,127.9,35.3235477,-80.2391366,3243.751126,25606.54297
746,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,UNION,179,2692,35399,901,127.9,34.9795158,-80.5128209,5388.68103,139586.9236
747,COUNTY,NORTH CAROLINA,37,CENTRAL COASTAL,80,PAMLICO,137,0,15434,0,127.9,35.1238031,-76.7970224,2117.352697,26386.24033
748,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,ALEXANDER,3,0,958,180,127.9,35.924738,-81.1716315,147.7294325,103.3491401
749,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CATAWBA,35,0,4638,0,127.9,35.6740563,-81.2107215,636.275872,2387.130197
750,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,CHATHAM,37,0,1523,297,127.9,35.7151316,-79.2533035,235.8378417,259.8285079
751,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,DAVIDSON,57,0,4612,240,127.9,35.7902384,-80.2115053,654.4473375,2361.223728
752,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,IREDELL,97,0,9368,27,127.9,35.8101636,-80.8805593,1287.618562,9726.065568
753,COUNTY,NORTH CAROLINA,37,CENTRAL PIEDMONT,50,LEE,105,0,1106,0,127.9,35.4691746,-79.1547643,151.7294339,136.8774559
754,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,0,11780,0,127.9,36.3918723,-75.9118432,1616.069377,15375.06661
755,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,DARE,55,0,0,0,127.9,35.6333866,-75.6869011,0,0
756,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ALLEGHANY,5,0,468,0,127.9,36.5029951,-81.1340843,64.20377492,24.87119158
757,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,ASHE,9,0,119,0,127.9,36.4393554,-81.5076569,16.32531884,1.727330458
758,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,0,60,0,127.9,36.0771285,-81.9230523,8.231253195,0.479106898
759,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,CALDWELL,27,0,1004,0,127.9,35.9417876,-81.5262567,137.7363035,112.9192651
760,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,SURRY,171,0,13069,0,127.9,36.4135582,-80.7013751,1792.904133,18921.99942
761,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WATAUGA,189,0,0,0,127.9,36.2228105,-81.6863808,0,0
762,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,WILKES,193,0,6557,0,127.9,36.1998247,-81.1341351,899.5387867,4767.524319
763,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,YADKIN,197,0,7907,318,127.9,36.1497114,-80.67623,1113.545287,6931.743174
764,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ALAMANCE,1,0,3203,165,127.9,36.0702678,-79.3992505,454.3568431,1140.242856
765,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,CASWELL,33,0,1533,0,127.9,36.4035101,-79.3357315,210.3085191,262.1743128
766,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,DURHAM,63,0,243,0,127.9,35.996653,-78.9018053,33.33657544,6.862322678
767,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,FORSYTH,67,0,887,35,127.9,36.1476399,-80.2415712,124.8555346,88.3299132
768,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GRANVILLE,77,0,2644,0,127.9,36.3210127,-78.6593963,362.7238908,777.3060556
769,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,GUILFORD,81,0,2485,276,127.9,36.0875688,-79.7888515,365.910163,687.7626206
770,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ORANGE,135,0,3854,0,127.9,35.90503535,-79.04775327,528.7208302,1649.182445
771,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,PERSON,145,0,2245,0,127.9,36.3967816,-78.9882995,307.986057,560.8601787
772,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,ROCKINGHAM,157,0,984,0,127.9,36.3926798,-79.744144,134.9925524,108.4916459
773,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,STOKES,169,0,1364,0,127.9,36.4120995,-80.2288089,187.1238226,207.7577755
774,COUNTY,NORTH CAROLINA,37,NORTHERN PIEDMONT,40,VANCE,181,0,226,0,127.9,36.3747423,-78.4140945,31.00438703,5.957000356
775,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,GASTON,71,0,310,0,127.9,35.2849659,-81.179014,42.52814151,11.05327878
776,COUNTY,NORTH CAROLINA,37,SOUTHERN PIEDMONT,60,MECKLENBURG,119,0,872,0,127.9,35.2356385,-80.8139485,119.6275464,85.33330834
777,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BUNCOMBE,21,0,429,0,127.9,35.6292222,-82.5255603,58.85346034,20.9467635
778,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,BURKE,23,0,1750,0,127.9,35.7270403,-81.6632108,240.0782182,341.3174216
779,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CHEROKEE,39,0,308,0,127.9,35.1184149,-84.0886181,42.2537664,10.91378689
780,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,CLAY,43,0,731,0,127.9,35.0572652,-83.7324509,100.2841014,60.1269921
781,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,GRAHAM,75,0,8,0,127.9,35.359542,-83.8337785,1.097500426,0.017837003
782,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,HAYWOOD,87,0,163,0,127.9,35.5456202,-82.9907823,22.36157118,3.159822099
