,Latitude,Longitude,"CORN, GRAIN - ACRES HARVESTED",BARLEY - ACRES HARVESTED,RICE - ACRES HARVESTED,"SUGARCANE, SUGAR - ACRES HARVESTED",WHEAT - ACRES HARVESTED,Crop-Scope1-MMT
382,32.7,-84.51,0.0,0.0,0.0,0.0,0.0,0.0
383,32.56,-84.26,385.0,0.0,0.0,0.0,371.0,0.0
384,32.86,-84.29,0.0,0.0,0.0,0.0,0.0,0.0
385,33.53,-82.26,0.0,0.0,0.0,0.0,0.0,0.0
386,33.22,-82.61,0.0,0.0,0.0,0.0,1045.0,0.0
387,33.46,-82.48,0.0,0.0,0.0,0.0,0.0,0.0
388,33.41,-82.69,0.0,0.0,0.0,0.0,567.0,0.0
389,33.79,-82.74,0.0,0.0,0.0,0.0,0.0,0.0
390,31.88,-85.02,0.0,0.0,0.0,0.0,0.0,0.0
391,22.05,-159.56,876.0,0.0,0.0,3.0,0.0,0.0
392,21.3,-157.86,3381.0,0.0,0.0,9.0,0.0,0.01
393,42.69,-112.25,0.0,6553.0,0.0,0.0,29492.0,0.01
394,43.19,-112.36,2863.0,19764.0,0.0,0.0,135883.0,0.14
395,43.4,-111.48,0.0,68414.0,0.0,0.0,49387.0,0.07
396,42.78,-111.61,0.0,55247.0,0.0,0.0,53628.0,0.04
397,42.11,-111.82,2318.0,5870.0,0.0,0.0,17560.0,0.02
398,43.8,-112.35,0.0,40084.0,0.0,0.0,43318.0,0.06
399,43.77,-111.63,0.0,37668.0,0.0,0.0,46132.0,0.06
400,42.68,-112.89,11643.0,3476.0,0.0,0.0,115990.0,0.13
401,43.41,-114.81,0.0,8836.0,0.0,0.0,3686.0,0.0
402,42.22,-113.58,3364.0,33937.0,0.0,0.0,70363.0,0.09
403,43.0,-114.83,12533.0,1579.0,0.0,0.0,3684.0,0.07
404,42.7,-114.29,3608.0,13297.0,0.0,0.0,8233.0,0.04
405,43.01,-114.17,5017.0,2935.0,0.0,0.0,9138.0,0.04
406,42.84,-113.61,0.0,47296.0,0.0,0.0,31969.0,0.07
407,42.57,-114.46,18252.0,24825.0,0.0,0.0,19359.0,0.14
408,43.41,-116.24,4844.0,690.0,0.0,0.0,9009.0,0.04
409,44.87,-116.46,0.0,0.0,0.0,0.0,0.0,0.0
410,43.64,-116.7,21012.0,719.0,0.0,0.0,31647.0,0.14
411,43.31,-115.54,15296.0,0.0,0.0,0.0,19751.0,0.1
412,44.01,-116.38,3931.0,543.0,0.0,0.0,1665.0,0.02
413,42.47,-116.16,16476.0,707.0,0.0,0.0,9405.0,0.11
414,44.04,-116.77,5782.0,0.0,0.0,0.0,7047.0,0.04
415,44.4,-116.74,2256.0,933.0,0.0,0.0,6730.0,0.02
416,40.18,-88.79,85067.0,0.0,0.0,0.0,0.0,0.5
417,40.11,-89.38,175138.0,0.0,0.0,0.0,778.0,1.07
418,39.85,-88.96,129044.0,0.0,0.0,0.0,1363.0,0.77
419,41.03,-89.3,95980.0,0.0,0.0,0.0,1025.0,0.6
420,40.23,-89.87,128358.0,0.0,0.0,0.0,3250.0,0.74
421,40.46,-88.82,281899.0,0.0,0.0,0.0,1866.0,1.73
422,40.02,-89.79,68179.0,0.0,0.0,0.0,1073.0,0.41
423,40.69,-89.59,104430.0,0.0,0.0,0.0,856.0,0.64
424,41.07,-89.81,88880.0,0.0,0.0,0.0,273.0,0.57
425,40.51,-89.54,140629.0,0.0,0.0,0.0,1714.0,0.87
426,40.81,-89.21,124650.0,112.0,0.0,0.0,2800.0,0.75
427,40.12,-88.24,277293.0,0.0,0.0,0.0,3371.0,1.58
428,40.5,-88.26,126275.0,0.0,0.0,0.0,939.0,0.73
429,40.74,-87.83,318759.0,0.0,0.0,0.0,7569.0,1.72
430,41.13,-87.85,153952.0,0.0,0.0,0.0,3901.0,0.87
431,40.87,-88.56,279725.0,0.0,0.0,0.0,5841.0,1.64
432,39.97,-88.61,121876.0,0.0,0.0,0.0,1180.0,0.74
433,40.17,-87.73,208358.0,0.0,0.0,0.0,2127.0,1.17
434,39.33,-87.78,95903.0,0.0,0.0,0.0,3228.0,0.51
435,38.73,-88.49,72088.0,0.0,0.0,0.0,19724.0,0.25
436,39.53,-88.22,98897.0,0.0,0.0,0.0,1074.0,0.56
437,39.01,-87.73,87368.0,0.0,0.0,0.0,6882.0,0.44
438,39.27,-88.24,58237.0,0.0,0.0,0.0,930.0,0.29
439,39.76,-88.22,116891.0,0.0,0.0,0.0,751.0,0.71
440,39.67,-87.73,145876.0,0.0,0.0,0.0,328.0,0.82
441,39.05,-88.6,103965.0,0.0,0.0,0.0,5344.0,0.53
442,39.0,-89.04,118696.0,0.0,0.0,0.0,5597.0,0.55
443,39.01,-88.16,89631.0,0.0,0.0,0.0,3777.0,0.44
444,38.71,-87.71,94865.0,0.0,0.0,0.0,5252.0,0.45
445,38.65,-88.92,67970.0,0.0,0.0,0.0,10253.0,0.27
446,39.64,-88.61,105879.0,0.0,0.0,0.0,664.0,0.64
447,38.71,-88.09,66488.0,0.0,0.0,0.0,7627.0,0.28
448,39.37,-88.79,149513.0,0.0,0.0,0.0,4385.0,0.81
449,42.32,-88.82,54653.0,0.0,0.0,0.0,875.0,0.29
450,41.82,-87.76,2504.0,0.0,0.0,0.0,254.0,0.01
451,42.0,-89.11,202521.0,0.0,0.0,0.0,3080.0,1.16
452,42.02,-88.11,0.0,0.0,0.0,0.0,0.0,0.0
453,41.27,-88.41,108769.0,0.0,0.0,0.0,842.0,0.63
454,41.92,-88.42,78683.0,0.0,0.0,0.0,1907.0,0.4
455,41.59,-88.43,67769.0,0.0,0.0,0.0,506.0,0.39
456,41.33,-89.09,274836.0,0.0,0.0,0.0,1927.0,1.65
457,42.33,-87.99,9457.0,0.0,0.0,0.0,638.0,0.04
458,42.33,-88.46,92962.0,0.0,0.0,0.0,2910.0,0.46
459,41.42,-88.0,88990.0,0.0,0.0,0.0,3623.0,0.49
460,41.4,-89.53,241210.0,0.0,0.0,0.0,736.0,1.48
461,42.06,-89.96,133944.0,0.0,0.0,0.0,1140.0,0.87
462,41.34,-90.12,228670.0,0.0,0.0,0.0,880.0,1.43
463,42.35,-90.17,98799.0,79.0,0.0,0.0,646.0,0.54
464,41.75,-89.29,232950.0,0.0,0.0,0.0,1085.0,1.36
465,41.2,-90.74,123167.0,0.0,0.0,0.0,363.0,0.8
466,42.04,-89.31,203932.0,0.0,0.0,0.0,1980.0,1.19
467,41.2,-89.27,22312.0,0.0,0.0,0.0,270.0,0.13
468,41.44,-90.58,65984.0,0.0,0.0,0.0,109.0,0.41
469,42.35,-89.67,153010.0,0.0,0.0,0.0,2480.0,0.87
470,41.76,-89.92,216805.0,0.0,0.0,0.0,1843.0,1.26
471,42.33,-89.15,79836.0,0.0,0.0,0.0,2870.0,0.42
472,38.41,-88.06,43380.0,0.0,0.0,0.0,3031.0,0.2
473,37.98,-88.93,37668.0,0.0,0.0,0.0,10985.0,0.17
474,37.75,-88.23,74482.0,0.0,0.0,0.0,5058.0,0.41
475,38.06,-88.53,62347.0,0.0,0.0,0.0,8816.0,0.32
476,37.5,-88.24,0.0,0.0,0.0,0.0,119.0,0.0
477,38.3,-88.93,46139.0,0.0,0.0,0.0,17411.0,0.19
478,37.22,-88.72,22479.0,0.0,0.0,0.0,1595.0,0.11
479,37.39,-88.59,4850.0,0.0,0.0,0.0,0.0,0.02
480,37.75,-88.53,43643.0,0.0,0.0,0.0,2065.0,0.21
481,38.46,-87.85,47881.0,0.0,0.0,0.0,2892.0,0.23
482,38.43,-88.42,119771.0,0.0,0.0,0.0,11673.0,0.51
483,38.06,-88.16,92677.0,0.0,0.0,0.0,8601.0,0.49
484,37.18,-89.35,5211.0,0.0,0.0,0.0,1190.0,0.02
485,38.59,-89.42,84970.0,70.0,0.0,0.0,23091.0,0.39
486,37.77,-89.36,30908.0,0.0,0.0,0.0,16201.0,0.15
487,37.45,-88.88,4999.0,0.0,0.0,0.0,0.0,0.02
488,38.27,-90.18,49625.0,0.0,0.0,0.0,23522.0,0.2
489,38.08,-89.38,39635.0,0.0,0.0,0.0,23692.0,0.16
490,37.23,-89.12,18653.0,0.0,0.0,0.0,5665.0,0.1
491,38.05,-89.81,61926.0,0.0,0.0,0.0,31098.0,0.24
492,38.46,-89.93,92737.0,0.0,0.0,0.0,14931.0,0.42
493,37.46,-89.25,16599.0,0.0,0.0,0.0,3816.0,0.08
494,38.37,-89.42,116899.0,0.0,0.0,0.0,46645.0,0.45
495,37.74,-88.93,17803.0,0.0,0.0,0.0,1892.0,0.08
496,39.98,-91.21,170774.0,0.0,0.0,0.0,5149.0,0.91
497,39.95,-90.75,32742.0,0.0,0.0,0.0,593.0,0.18
498,40.47,-90.18,141277.0,0.0,0.0,0.0,875.0,0.8
499,40.39,-91.15,176035.0,0.0,0.0,0.0,2401.0,1.07
500,40.82,-90.91,88056.0,0.0,0.0,0.0,996.0,0.54
501,40.92,-90.22,179797.0,0.0,0.0,0.0,491.0,1.16
502,40.44,-90.68,136868.0,0.0,0.0,0.0,235.0,0.85
503,40.14,-90.57,67048.0,0.0,0.0,0.0,858.0,0.35
504,40.84,-90.62,158390.0,0.0,0.0,0.0,131.0,1.06
505,38.86,-89.44,52929.0,0.0,0.0,0.0,9099.0,0.25
506,39.14,-90.65,21639.0,0.0,0.0,0.0,1514.0,0.1
507,39.97,-90.25,86133.0,0.0,0.0,0.0,1500.0,0.48
508,39.52,-89.28,190461.0,0.0,0.0,0.0,2010.0,1.14
509,39.36,-90.39,118379.0,0.0,0.0,0.0,2113.0,0.64
510,39.08,-90.33,75359.0,0.0,0.0,0.0,639.0,0.35
511,39.24,-89.93,164851.0,0.0,0.0,0.0,5868.0,0.87
512,38.81,-89.9,121675.0,0.0,0.0,0.0,16331.0,0.59
513,39.21,-89.51,187192.0,0.0,0.0,0.0,7622.0,1.01
514,39.71,-90.19,131605.0,0.0,0.0,0.0,740.0,0.73
515,39.61,-90.85,160812.0,0.0,0.0,0.0,3108.0,0.83
516,39.76,-89.65,257193.0,0.0,0.0,0.0,2665.0,1.56
517,39.63,-90.48,60497.0,0.0,0.0,0.0,372.0,0.34
518,39.19,-85.82,56473.0,0.0,0.0,0.0,5372.0,0.29
519,40.05,-86.47,92504.0,0.0,0.0,0.0,2043.0,0.48
520,40.3,-86.47,110973.0,0.0,0.0,0.0,1720.0,0.58
521,39.29,-85.49,75236.0,362.0,0.0,0.0,3055.0,0.41
522,40.51,-85.65,60570.0,0.0,0.0,0.0,2892.0,0.31
523,40.07,-86.05,51617.0,0.0,0.0,0.0,1255.0,0.24
524,39.81,-85.79,71657.0,0.0,0.0,0.0,3395.0,0.32
525,39.76,-86.52,64770.0,0.0,0.0,0.0,906.0,0.33
526,40.48,-86.14,59882.0,0.0,0.0,0.0,1558.0,0.31
527,39.49,-86.11,55115.0,0.0,0.0,0.0,2958.0,0.27
528,40.16,-85.73,85664.0,0.0,0.0,0.0,1172.0,0.42
529,40.56,-85.66,5624.0,0.0,0.0,0.0,149.0,0.03
530,39.47,-86.46,43130.0,0.0,0.0,0.0,1953.0,0.21
531,39.62,-85.47,90820.0,300.0,0.0,0.0,5567.0,0.49
532,39.49,-85.82,96674.0,0.0,0.0,0.0,3115.0,0.49
533,40.29,-86.06,74545.0,0.0,0.0,0.0,1285.0,0.37
534,40.47,-85.33,33349.0,0.0,0.0,0.0,2157.0,0.17
535,39.15,-85.21,59148.0,0.0,0.0,0.0,1228.0,0.27
536,39.62,-85.18,31393.0,0.0,0.0,0.0,1083.0,0.16
537,39.93,-85.4,58209.0,0.0,0.0,0.0,1828.0,0.29
538,40.44,-85.02,68075.0,0.0,0.0,0.0,6093.0,0.31
539,40.16,-85.01,97621.0,0.0,0.0,0.0,4078.0,0.47
540,39.62,-84.93,31328.0,0.0,0.0,0.0,362.0,0.16
541,39.86,-85.02,52239.0,0.0,0.0,0.0,1873.0,0.25
542,40.58,-86.57,111511.0,0.0,0.0,0.0,3362.0,0.62
543,40.78,-86.34,89838.0,0.0,0.0,0.0,2620.0,0.48
544,41.6,-85.86,54209.0,33.0,0.0,0.0,2354.0,0.28
545,41.04,-86.29,103290.0,0.0,0.0,0.0,2126.0,0.55
546,41.24,-85.85,101074.0,0.0,0.0,0.0,4068.0,0.52
547,41.32,-86.28,80176.0,30.0,0.0,0.0,1807.0,0.42
548,40.61,-86.11,63435.0,0.0,0.0,0.0,3958.0,0.32
549,41.59,-86.28,65435.0,0.0,0.0,0.0,1505.0,0.35
550,40.81,-85.78,79138.0,30.0,0.0,0.0,3641.0,0.38
551,40.74,-84.93,67962.0,0.0,0.0,0.0,5825.0,0.32
552,41.1,-85.06,82869.0,0.0,0.0,0.0,10760.0,0.4
553,41.53,-85.81,40291.0,0.0,0.0,0.0,8484.0,0.2
554,40.8,-85.5,61315.0,0.0,0.0,0.0,3968.0,0.31
555,41.64,-85.42,51187.0,235.0,0.0,0.0,1036.0,0.22
556,41.4,-85.42,69560.0,0.0,0.0,0.0,3383.0,0.36
557,41.64,-85.0,40317.0,0.0,0.0,0.0,2979.0,0.18
558,40.7,-85.21,85283.0,0.0,0.0,0.0,4070.0,0.45
559,41.12,-85.5,60112.0,0.0,0.0,0.0,6905.0,0.31
560,40.6,-87.32,123495.0,0.0,0.0,0.0,1437.0,0.67
561,41.03,-87.11,130331.0,0.0,0.0,0.0,1320.0,0.69
562,41.61,-86.72,117897.0,0.0,0.0,0.0,4142.0,0.56
563,41.73,-84.83,47279.0,0.0,0.0,0.0,565.0,0.26
564,40.94,-87.4,78534.0,0.0,0.0,0.0,1622.0,0.46
565,41.45,-87.07,50915.0,0.0,0.0,0.0,1137.0,0.27
566,41.03,-86.7,98912.0,0.0,0.0,0.0,710.0,0.52
567,41.28,-86.65,57545.0,0.0,0.0,0.0,242.0,0.28
568,40.74,-86.87,141116.0,0.0,0.0,0.0,1685.0,0.75
569,39.17,-86.23,604.0,0.0,0.0,0.0,0.0,0.0
570,38.3,-86.44,2020.0,0.0,0.0,0.0,0.0,0.01
571,38.32,-85.9,4240.0,0.0,0.0,0.0,73.0,0.02
572,38.18,-86.11,26996.0,0.0,0.0,0.0,2183.0,0.13
573,38.9,-86.07,56778.0,0.0,0.0,0.0,3978.0,0.26
574,38.84,-86.49,19216.0,60.0,0.0,0.0,0.0,0.09
575,39.13,-86.52,4854.0,0.0,0.0,0.0,79.0,0.02
576,38.54,-86.5,29318.0,0.0,0.0,0.0,0.0,0.16
577,38.09,-86.63,8230.0,0.0,0.0,0.0,387.0,0.04
578,38.56,-86.12,45135.0,0.0,0.0,0.0,1214.0,0.22
579,38.49,-85.72,19896.0,0.0,0.0,0.0,2946.0,0.09
580,39.13,-84.98,3990.0,0.0,0.0,0.0,47.0,0.02
581,39.41,-85.06,32691.0,0.0,0.0,0.0,1826.0,0.16
582,38.82,-85.43,14244.0,0.0,0.0,0.0,2015.0,0.07
583,39.0,-85.64,27072.0,0.0,0.0,0.0,2168.0,0.13
584,38.95,-84.96,1700.0,0.0,0.0,0.0,0.0,0.01
585,39.08,-85.27,38774.0,0.0,0.0,0.0,1808.0,0.19
586,38.67,-85.74,16700.0,0.0,0.0,0.0,0.0,0.09
587,38.82,-85.04,6332.0,0.0,0.0,0.0,0.0,0.03
588,38.68,-87.08,89756.0,0.0,0.0,0.0,1151.0,0.5
589,38.36,-86.89,55312.0,0.0,0.0,0.0,4018.0,0.31
590,38.31,-87.58,90174.0,0.0,0.0,0.0,13478.0,0.51
591,39.02,-87.0,50214.0,0.0,0.0,0.0,386.0,0.24
592,38.69,-87.38,127821.0,0.0,0.0,0.0,12522.0,0.67
593,38.67,-86.8,13456.0,0.0,0.0,0.0,486.0,0.07
594,38.42,-87.21,20013.0,0.0,0.0,0.0,1079.0,0.1
595,38.01,-87.85,78985.0,0.0,0.0,0.0,17359.0,0.45
596,38.03,-87.0,50953.0,0.0,0.0,0.0,2293.0,0.27
597,39.05,-87.42,59503.0,0.0,0.0,0.0,2100.0,0.31
598,38.05,-87.58,26347.0,0.0,0.0,0.0,2307.0,0.15
599,38.09,-87.28,36150.0,0.0,0.0,0.0,1334.0,0.18
600,39.39,-87.1,60095.0,0.0,0.0,0.0,1095.0,0.32
601,40.13,-87.25,89002.0,0.0,0.0,0.0,2101.0,0.46
602,40.04,-86.9,114218.0,0.0,0.0,0.0,2434.0,0.62
603,39.3,-86.85,23028.0,0.0,0.0,0.0,1420.0,0.1
604,39.77,-87.22,60016.0,0.0,0.0,0.0,1472.0,0.31
605,39.67,-86.84,59120.0,0.0,0.0,0.0,1004.0,0.3
606,40.39,-86.89,91749.0,0.0,0.0,0.0,2908.0,0.48
607,39.88,-87.46,46972.0,0.0,0.0,0.0,1044.0,0.25
608,39.42,-87.4,44369.0,0.0,0.0,0.0,669.0,0.23
609,40.34,-87.36,77237.0,0.0,0.0,0.0,2493.0,0.43
610,42.02,-93.93,160656.0,0.0,0.0,0.0,0.0,0.9
611,41.67,-94.04,135452.0,0.0,0.0,0.0,0.0,0.75
612,42.41,-92.78,156721.0,0.0,0.0,0.0,0.0,0.97
613,42.38,-93.71,171923.0,0.0,0.0,0.0,0.0,0.95
614,42.38,-93.23,192663.0,0.0,0.0,0.0,0.0,1.15
615,41.68,-93.06,155986.0,0.0,0.0,0.0,0.0,0.93
616,42.04,-92.99,141425.0,0.0,0.0,0.0,0.0,0.86
617,41.68,-93.59,84022.0,0.0,0.0,0.0,0.0,0.46
618,41.68,-92.54,135028.0,0.0,0.0,0.0,0.0,0.78
619,42.02,-93.49,158256.0,0.0,0.0,0.0,0.0,0.91
620,42.06,-92.54,167964.0,0.0,0.0,0.0,0.0,1.02
621,42.43,-94.18,205014.0,0.0,0.0,0.0,0.0,1.13
622,42.06,-92.08,182420.0,0.0,0.0,0.0,0.0,1.1
623,41.76,-91.13,161030.0,0.0,0.0,0.0,285.0,1.0
624,41.91,-90.56,198385.0,0.0,0.0,0.0,0.0,1.2
625,41.67,-91.58,127216.0,0.0,0.0,0.0,147.0,0.72
626,42.14,-90.55,110188.0,0.0,0.0,0.0,0.0,0.64
627,41.67,-91.58,118135.0,0.0,0.0,0.0,391.0,0.7
628,42.11,-91.14,161120.0,0.0,0.0,0.0,0.0,0.97
629,42.06,-91.6,144179.0,0.0,0.0,0.0,0.0,0.89
630,41.48,-91.12,88893.0,0.0,0.0,0.0,79.0,0.51
631,41.63,-90.62,110792.0,0.0,0.0,0.0,195.0,0.69
632,42.73,-92.78,175853.0,0.0,0.0,0.0,0.0,0.99
633,43.07,-93.25,163843.0,0.0,0.0,0.0,0.0,0.91
634,43.06,-92.78,143999.0,0.0,0.0,0.0,0.0,0.82
635,42.73,-93.25,195225.0,0.0,0.0,0.0,0.0,1.12
636,43.08,-93.74,194587.0,0.0,0.0,0.0,0.0,1.1
637,42.78,-94.2,113536.0,0.0,0.0,0.0,0.0,0.64
638,43.18,-94.21,307485.0,0.0,0.0,0.0,0.0,1.74
639,43.32,-92.87,146369.0,0.0,0.0,0.0,0.0,0.87
640,43.37,-93.73,123939.0,0.0,0.0,0.0,0.0,0.73
641,43.37,-93.27,114024.0,0.0,0.0,0.0,0.0,0.67
642,42.74,-93.73,182136.0,0.0,0.0,0.0,0.0,1.04
643,43.3,-91.4,76753.0,0.0,0.0,0.0,0.0,0.41
644,42.46,-92.3,153230.0,0.0,0.0,0.0,0.0,0.88
645,42.77,-92.31,138149.0,0.0,0.0,0.0,0.0,0.81
646,42.46,-91.84,192370.0,0.0,0.0,0.0,0.0,1.15
647,43.06,-92.32,150995.0,0.0,0.0,0.0,0.0,0.85
648,42.85,-91.37,156476.0,0.0,0.0,0.0,113.0,0.89
649,42.47,-91.36,215851.0,0.0,0.0,0.0,3.0,1.32
650,42.5,-90.66,152316.0,107.0,0.0,0.0,147.0,0.88
651,42.84,-91.85,166410.0,0.0,0.0,0.0,0.0,0.97
652,43.34,-92.32,136872.0,0.0,0.0,0.0,0.0,0.77
653,43.27,-91.86,163686.0,0.0,0.0,0.0,120.0,0.89
654,42.74,-95.11,172343.0,0.0,0.0,0.0,0.0,0.91
655,42.72,-95.62,145640.0,0.0,0.0,0.0,0.0,0.81
656,43.08,-95.14,145604.0,0.0,0.0,0.0,0.0,0.81
657,43.38,-95.17,86519.0,0.0,0.0,0.0,0.0,0.48
658,43.37,-94.67,110527.0,0.0,0.0,0.0,0.0,0.63
659,43.37,-96.21,168801.0,0.0,0.0,0.0,300.0,1.01
660,43.08,-95.63,147463.0,0.0,0.0,0.0,0.0,0.88
661,43.37,-95.63,116421.0,0.0,0.0,0.0,0.0,0.69
662,43.08,-94.66,183340.0,0.0,0.0,0.0,381.0,1.03
663,42.74,-96.22,221661.0,0.0,0.0,0.0,64.0,1.25
664,42.73,-94.65,165541.0,0.0,0.0,0.0,0.0,0.88
665,43.06,-96.16,224841.0,0.0,0.0,0.0,0.0,1.35
666,40.75,-92.86,21577.0,0.0,0.0,0.0,0.0,0.09
667,41.02,-93.78,19936.0,0.0,0.0,0.0,0.0,0.08
668,40.74,-93.8,33112.0,0.0,0.0,0.0,183.0,0.15
669,41.01,-93.34,23562.0,0.0,0.0,0.0,0.0,0.09
670,41.31,-94.02,62854.0,0.0,0.0,0.0,87.0,0.29
671,41.31,-93.1,72180.0,0.0,0.0,0.0,0.0,0.35
672,41.52,-93.1,29729.0,0.0,0.0,0.0,0.0,0.13
673,40.74,-94.25,44842.0,0.0,0.0,0.0,0.0,0.19
674,41.02,-94.25,61576.0,0.0,0.0,0.0,0.0,0.24
675,41.31,-93.57,63445.0,0.0,0.0,0.0,0.0,0.29
676,40.74,-93.34,55703.0,0.0,0.0,0.0,0.0,0.19
677,40.75,-92.4,31685.0,0.0,0.0,0.0,762.0,0.1
678,41.59,-93.6,66202.0,0.0,0.0,0.0,430.0,0.38
679,40.98,-91.55,91644.0,0.0,0.0,0.0,0.0,0.49
680,41.01,-91.97,69850.0,0.0,0.0,0.0,178.0,0.33
681,41.32,-92.19,107929.0,0.0,0.0,0.0,235.0,0.55
682,40.65,-91.51,69962.0,0.0,0.0,0.0,793.0,0.34
683,41.21,-91.27,79809.0,0.0,0.0,0.0,0.0,0.48
684,41.31,-92.65,122145.0,0.0,0.0,0.0,0.0,0.6
685,40.75,-91.97,43534.0,0.0,0.0,0.0,298.0,0.18
686,41.01,-92.41,58267.0,0.0,0.0,0.0,0.0,0.26
687,41.32,-91.73,116722.0,0.0,0.0,0.0,209.0,0.71
688,41.31,-94.5,94641.0,0.0,0.0,0.0,0.0,0.45
689,41.02,-94.69,62614.0,0.0,0.0,0.0,0.0,0.3
690,41.31,-94.92,104244.0,0.0,0.0,0.0,0.0,0.54
691,40.73,-95.59,112299.0,0.0,0.0,0.0,0.0,0.6
692,41.02,-95.61,86985.0,0.0,0.0,0.0,66.0,0.45
693,41.02,-95.18,92756.0,0.0,0.0,0.0,0.0,0.49
694,40.74,-95.16,120638.0,0.0,0.0,0.0,0.0,0.64
695,41.31,-95.53,235421.0,0.0,0.0,0.0,0.0,1.32
696,40.74,-94.68,80441.0,0.0,0.0,0.0,0.0,0.38
697,41.67,-94.91,112900.0,0.0,0.0,0.0,0.0,0.65
698,42.38,-94.63,173126.0,0.0,0.0,0.0,0.0,0.92
699,42.02,-94.86,174669.0,0.0,0.0,0.0,0.0,1.01
700,42.02,-95.38,207311.0,0.0,0.0,0.0,599.0,1.27
701,42.02,-94.4,163130.0,0.0,0.0,0.0,0.0,0.86
702,41.67,-94.5,112718.0,0.0,0.0,0.0,0.0,0.62
703,41.67,-95.8,173293.0,0.0,0.0,0.0,0.0,0.94
704,42.38,-95.49,124025.0,270.0,0.0,0.0,0.0,0.72
705,42.02,-95.94,150309.0,0.0,0.0,0.0,0.0,0.85
706,42.38,-95.08,167936.0,0.0,0.0,0.0,0.0,0.92
707,41.67,-95.32,166675.0,0.0,0.0,0.0,0.0,0.99
708,42.38,-96.06,186976.0,0.0,0.0,0.0,0.0,1.0
709,38.47,-98.78,32632.0,0.0,0.0,0.0,150286.0,0.17
710,38.88,-97.19,26309.0,0.0,0.0,0.0,120519.0,0.13
711,38.92,-99.32,9733.0,0.0,0.0,0.0,72722.0,0.04
712,38.69,-98.21,8704.0,0.0,0.0,0.0,75254.0,0.04
713,39.03,-98.22,6128.0,0.0,0.0,0.0,66548.0,0.03
714,38.37,-97.13,58281.0,218.0,0.0,0.0,89354.0,0.17
715,38.37,-97.66,52503.0,0.0,0.0,0.0,184103.0,0.24
716,38.33,-98.2,46147.0,0.0,0.0,0.0,145255.0,0.2
717,38.5,-99.31,16076.0,0.0,0.0,0.0,100229.0,0.09
718,38.9,-98.8,5488.0,0.0,0.0,0.0,75123.0,0.04
719,38.77,-97.67,7267.0,0.0,0.0,0.0,88244.0,0.05
720,38.2,-95.31,63543.0,0.0,0.0,0.0,6715.0,0.22
721,38.29,-96.62,9877.0,0.0,0.0,0.0,8320.0,0.04
722,38.24,-95.75,32490.0,0.0,0.0,0.0,11047.0,0.11
723,38.88,-95.29,37795.0,0.0,0.0,0.0,4086.0,0.16
724,38.57,-95.32,41776.0,0.0,0.0,0.0,6224.0,0.17
725,38.99,-96.76,13376.0,0.0,0.0,0.0,7250.0,0.05
726,38.88,-94.84,11254.0,0.0,0.0,0.0,2344.0,0.05
727,38.2,-94.86,18701.0,0.0,0.0,0.0,3492.0,0.06
728,38.46,-96.17,37662.0,0.0,0.0,0.0,9925.0,0.12
729,38.56,-94.86,36083.0,0.0,0.0,0.0,4090.0,0.15
730,38.69,-96.67,18871.0,0.0,0.0,0.0,23659.0,0.07
731,38.65,-95.73,47667.0,0.0,0.0,0.0,6662.0,0.18
732,39.03,-95.76,33350.0,0.0,0.0,0.0,4015.0,0.14
733,38.95,-96.2,22056.0,0.0,0.0,0.0,2053.0,0.09
734,39.36,-97.17,49488.0,0.0,0.0,0.0,55453.0,0.23
735,39.49,-97.67,33056.0,0.0,0.0,0.0,53960.0,0.16
736,39.78,-98.22,56817.0,0.0,0.0,0.0,68994.0,0.23
737,39.39,-98.21,32100.0,0.0,0.0,0.0,117925.0,0.13
738,39.34,-98.79,26451.0,0.0,0.0,0.0,68219.0,0.1
739,39.13,-97.66,20431.0,0.0,0.0,0.0,79324.0,0.08
740,39.8,-99.35,71582.0,0.0,0.0,0.0,66640.0,0.25
741,39.83,-97.66,85679.0,0.0,0.0,0.0,47498.0,0.38
742,39.35,-99.32,12890.0,0.0,0.0,0.0,100212.0,0.06
743,39.8,-98.79,70527.0,0.0,0.0,0.0,102465.0,0.3
744,39.79,-97.09,85269.0,0.0,0.0,0.0,41507.0,0.3
745,39.55,-95.33,65795.0,0.0,0.0,0.0,1451.0,0.28
746,39.82,-95.58,111824.0,0.0,0.0,0.0,1548.0,0.46
747,39.78,-95.18,67187.0,0.0,0.0,0.0,312.0,0.36
748,39.4,-95.82,38948.0,0.0,0.0,0.0,1834.0,0.13
749,39.24,-95.39,38797.0,315.0,0.0,0.0,1715.0,0.16
750,39.21,-95.06,23212.0,0.0,0.0,0.0,1913.0,0.09
751,39.79,-96.53,125072.0,0.0,0.0,0.0,18012.0,0.36
752,39.79,-96.02,106336.0,0.0,0.0,0.0,4905.0,0.26
753,39.39,-96.34,40926.0,0.0,0.0,0.0,5308.0,0.17
754,39.3,-96.77,16209.0,0.0,0.0,0.0,8545.0,0.06
755,39.11,-94.77,3086.0,0.0,0.0,0.0,0.0,0.01
756,39.8,-101.76,60480.0,0.0,0.0,0.0,93455.0,0.29
757,39.79,-100.47,72367.0,0.0,0.0,0.0,68870.0,0.27
758,39.34,-99.9,49663.0,0.0,0.0,0.0,62124.0,0.19
759,39.79,-99.91,113387.0,0.0,0.0,0.0,52070.0,0.38
760,39.79,-101.1,86062.0,0.0,0.0,0.0,102830.0,0.34
