Program,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,CATTLE
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,2081.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,3534.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,1852.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,2787.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,15438.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,1579.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,SCOTT,139,1775.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,820.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,3609.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,11343.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,TODD,153,11302.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,4237.00
CENSUS,COUNTY,MINNESOTA,27,CENTRAL,50,WRIGHT,171,2922.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,4240.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,0.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,5312.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,2412.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,3659.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,830.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,0.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,5077.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,3919.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,7147.00
CENSUS,COUNTY,MINNESOTA,27,EAST CENTRAL,60,WASHINGTON,163,1916.00
CENSUS,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,BELTRAMI,7,9801.00
CENSUS,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,CASS,21,9407.00
CENSUS,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,HUBBARD,57,3148.00
CENSUS,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,ITASCA,61,2594.00
CENSUS,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,KOOCHICHING,71,2022.00
CENSUS,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,LAKE OF THE WOODS,77,854.00
CENSUS,COUNTY,MINNESOTA,27,NORTHEAST,30,COOK,31,0.00
CENSUS,COUNTY,MINNESOTA,27,NORTHEAST,30,LAKE,75,0.00
CENSUS,COUNTY,MINNESOTA,27,NORTHEAST,30,ST. LOUIS,137,4991.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5,6154.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,CLAY,27,4058.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29,8944.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69,0.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87,2171.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,MARSHALL,89,5463.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107,1673.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113,4428.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,POLK,119,5896.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125,0.00
CENSUS,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135,7706.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13,1347.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BROWN,15,2664.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43,1091.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,3225.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,1147.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,MARTIN,91,1666.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,1110.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,RICE,131,2839.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,2143.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WASECA,161,1316.00
CENSUS,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WATONWAN,165,0.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,DAKOTA,37,1915.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,DODGE,39,2160.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,FILLMORE,45,16206.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,GOODHUE,49,8146.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,HOUSTON,55,7861.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,MOWER,99,2927.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,OLMSTED,109,8034.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,WABASHA,157,5438.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHEAST,90,WINONA,169,8543.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,COTTONWOOD,33,2563.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,JACKSON,63,0.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,LINCOLN,81,5073.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,LYON,83,5908.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,MURRAY,101,5053.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,NOBLES,105,5094.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,PIPESTONE,117,9181.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,REDWOOD,127,4209.00
CENSUS,COUNTY,MINNESOTA,27,SOUTHWEST,70,ROCK,133,5561.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,BIG STONE,11,2545.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,CHIPPEWA,23,0.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,DOUGLAS,41,3875.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,GRANT,51,0.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,LAC QUI PARLE,73,5516.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,OTTER TAIL,111,18079.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,POPE,121,6123.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,STEVENS,149,0.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,SWIFT,151,3057.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,TRAVERSE,155,0.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,WILKIN,167,0.00
CENSUS,COUNTY,MINNESOTA,27,WEST CENTRAL,40,YELLOW MEDICINE,173,3508.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,ATTALA,7,0.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,CARROLL,15,9901.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,CHOCTAW,19,2908.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,HOLMES,51,7389.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,LEAKE,79,10438.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,MADISON,89,6885.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,MONTGOMERY,97,2751.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,RANKIN,121,10861.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,SCOTT,123,14460.00
CENSUS,COUNTY,MISSISSIPPI,28,CENTRAL,50,WEBSTER,155,2427.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,CHICKASAW,17,9251.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,CLAY,25,7088.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,KEMPER,69,6279.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,LOWNDES,87,6218.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,MONROE,95,0.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NESHOBA,99,0.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,NOXUBEE,103,0.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,OKTIBBEHA,105,0.00
CENSUS,COUNTY,MISSISSIPPI,28,EAST CENTRAL,60,WINSTON,159,0.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,HUMPHREYS,53,0.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,ISSAQUENA,55,0.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,LEFLORE,83,86.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,SHARKEY,125,0.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,SUNFLOWER,133,213.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,WASHINGTON,151,175.00
CENSUS,COUNTY,MISSISSIPPI,28,LOWER DELTA,40,YAZOO,163,7964.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,BENTON,9,3009.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,CALHOUN,13,6594.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,DE SOTO,33,0.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,GRENADA,43,4363.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,LAFAYETTE,71,5005.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,MARSHALL,93,0.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,PANOLA,107,8983.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,TATE,137,12626.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTH CENTRAL,20,YALOBUSHA,161,4275.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,ALCORN,3,4679.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,ITAWAMBA,57,3364.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,LEE,81,6029.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,PONTOTOC,115,0.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,PRENTISS,117,5135.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,TIPPAH,139,5084.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,TISHOMINGO,141,1902.00
CENSUS,COUNTY,MISSISSIPPI,28,NORTHEAST,30,UNION,145,6385.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,COVINGTON,31,9199.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,JEFFERSON DAVIS,65,6108.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,LAMAR,73,7531.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,LAWRENCE,77,6408.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,MARION,91,7287.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,PIKE,113,8326.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SIMPSON,127,9361.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,SMITH,129,10686.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTH CENTRAL,80,WALTHALL,147,11715.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,CLARKE,23,4758.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,FORREST,35,0.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GEORGE,39,6009.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,GREENE,41,10350.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HANCOCK,45,4790.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,HARRISON,47,2039.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JACKSON,59,4146.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JASPER,61,10309.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,JONES,67,13929.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,LAUDERDALE,75,3150.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,NEWTON,101,10104.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PEARL RIVER,109,10273.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,PERRY,111,5191.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,STONE,131,5825.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHEAST AND COASTAL,90,WAYNE,153,10381.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,ADAMS,1,2117.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,AMITE,5,8788.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,CLAIBORNE,21,4836.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,COPIAH,29,0.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,FRANKLIN,37,0.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,HINDS,49,11260.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,JEFFERSON,63,4290.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,LINCOLN,85,0.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WARREN,149,2090.00
CENSUS,COUNTY,MISSISSIPPI,28,SOUTHWEST,70,WILKINSON,157,4696.00
CENSUS,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11,681.00
CENSUS,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,COAHOMA,27,572.00
CENSUS,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,QUITMAN,119,0.00
CENSUS,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,TALLAHATCHIE,135,3752.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,BENTON,15,27353.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,BOONE,19,0.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,CALLAWAY,27,19200.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,CAMDEN,29,11173.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,COLE,51,26447.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,COOPER,53,20587.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,DALLAS,59,28859.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,HICKORY,85,22120.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,HOWARD,89,13998.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,LACLEDE,105,40002.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,MARIES,125,31754.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,MILLER,131,36398.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,MONITEAU,135,30822.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,MORGAN,141,29073.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,OSAGE,151,39026.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,PETTIS,159,30586.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,PHELPS,161,18123.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,POLK,167,56448.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,PULASKI,169,0.00
CENSUS,COUNTY,MISSOURI,29,CENTRAL,50,SALINE,195,0.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,CRAWFORD,55,16132.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,FRANKLIN,71,25139.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,GASCONADE,73,20721.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,JEFFERSON,99,5411.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,LINCOLN,113,10032.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,MONTGOMERY,139,11960.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,PERRY,157,17069.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,ST CHARLES,183,0.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,ST FRANCOIS,187,11900.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,ST LOUIS,189,101.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,STE GENEVIEVE,186,13193.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,WARREN,219,0.00
CENSUS,COUNTY,MISSOURI,29,EAST,60,WASHINGTON,221,9948.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,ADAIR,1,22987.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CARROLL,33,13667.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,CHARITON,41,0.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,GRUNDY,79,12120.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LINN,115,26712.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,LIVINGSTON,117,8691.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MACON,121,25297.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,MERCER,129,0.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,PUTNAM,171,22971.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,RANDOLPH,175,12376.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SCHUYLER,197,0.00
CENSUS,COUNTY,MISSOURI,29,NORTH CENTRAL,20,SULLIVAN,211,0.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,AUDRAIN,7,11843.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,CLARK,45,7882.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,KNOX,103,14558.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,LEWIS,111,0.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,MARION,127,7853.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,MONROE,137,14567.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,PIKE,163,17305.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,RALLS,173,0.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,SCOTLAND,199,9349.00
CENSUS,COUNTY,MISSOURI,29,NORTHEAST,30,SHELBY,205,8542.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,ANDREW,3,9058.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,ATCHISON,5,3898.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,BUCHANAN,21,0.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,CALDWELL,25,16828.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,CLAY,47,7117.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,CLINTON,49,0.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,DAVIESS,61,14691.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,DE KALB,63,16613.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,GENTRY,75,16835.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,HARRISON,81,22906.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,HOLT,87,0.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,NODAWAY,147,25710.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,PLATTE,165,6126.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,RAY,177,14142.00
CENSUS,COUNTY,MISSOURI,29,NORTHWEST,10,WORTH,227,7895.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,BOLLINGER,17,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,CARTER,35,4132.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DENT,65,19593.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,DOUGLAS,67,33103.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,HOWELL,91,40259.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,IRON,93,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,MADISON,123,7997.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OREGON,149,22288.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,OZARK,153,22333.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,REYNOLDS,179,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,RIPLEY,181,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,SHANNON,203,13520.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TANEY,213,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,TEXAS,215,48991.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WAYNE,223,7011.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WEBSTER,225,38181.00
CENSUS,COUNTY,MISSOURI,29,SOUTH CENTRAL,80,WRIGHT,229,37810.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,BUTLER,23,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,CAPE GIRARDEAU,31,18328.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,DUNKLIN,69,574.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,MISSISSIPPI,133,252.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,NEW MADRID,143,83.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,PEMISCOT,155,36.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,SCOTT,201,0.00
CENSUS,COUNTY,MISSOURI,29,SOUTHEAST,90,STODDARD,207,4832.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,BARRY,9,48103.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,BARTON,11,25193.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,CHRISTIAN,43,22436.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,DADE,57,37105.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,GREENE,77,37691.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,JASPER,97,31705.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,LAWRENCE,109,52362.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,MCDONALD,119,27662.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,NEWTON,145,47865.00
CENSUS,COUNTY,MISSOURI,29,SOUTHWEST,70,STONE,209,15459.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,BATES,13,46277.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,CASS,37,22811.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,CEDAR,39,29096.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,HENRY,83,0.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,JACKSON,95,4880.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,JOHNSON,101,37410.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,LAFAYETTE,107,0.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,ST CLAIR,185,28099.00
CENSUS,COUNTY,MISSOURI,29,WEST,40,VERNON,217,37757.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,BROADWATER,7,0.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,CASCADE,13,39410.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,FERGUS,27,79847.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,GOLDEN VALLEY,37,0.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,JUDITH BASIN,45,0.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49,24121.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,MEAGHER,59,0.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,MUSSELSHELL,65,25113.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,PETROLEUM,69,13377.00
CENSUS,COUNTY,MONTANA,30,CENTRAL,50,WHEATLAND,107,0.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,BLAINE,5,0.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,0.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,GLACIER,35,31320.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,HILL,41,12089.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,LIBERTY,51,7537.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,PHILLIPS,71,51568.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,15332.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,TETON,99,0.00
CENSUS,COUNTY,MONTANA,30,NORTH CENTRAL,20,TOOLE,101,12008.00
