,Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,"CORN, GRAIN - ACRES HARVESTED",CORN-production in BU,CORN Production in Kg,BARLEY - ACRES HARVESTED,BARLEY PRODUCTION IN BU,BARLEY PRODUCTION IN Kg,RICE - ACRES HARVESTED,"RICE - PRODUCTION, MEASURED IN CWT",Rice Production in Kg,"SUGARCANE, SUGAR - ACRES HARVESTED","SUGARCANE, SUGAR - PRODUCTION, MEASURED IN TONS",SUGAR PRODUCTION in KG,WHEAT - ACRES HARVESTED,"WHEAT - PRODUCTION, MEASURED IN BU",Wheat Production measured in Kg,CATTLE,precipitation_cm,Latitude,Longitude,Corn-LUC,Corn-Farm,Corn-EUTROPHYING,Corn Total,BARLEY-LUC,Barley-Farm,BARLEY-EUTROPHYING,Barley-Total,RICE-LUC,Rice-Farm,Rice- Eutrophication,Rice-total,Sugarcane- LUC,Sugarcane-Farm,Sugarcane-Eutrophication,Sugarcane Total,Wheat-LUC,Wheat-Farm,Wheat-Eutrophication,Wheat-total,Cattle,Total
452,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6,42.0189782,-88.1075303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,108769,22195660,782154425.3,0,0,0,0,0,0,0,0,0,842,57414,2023215.988,0,99.6,41.2747363,-88.4119361,234646327.6,625723540.2,0,860369867.8,0,0,0,0,0,0,0,0,0,0,0,0,202321.5988,1618572.79,0,1820894.389,0,862190762.2
454,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,78683,14129473,497909493.8,0,0,0,0,0,0,0,0,0,1907,164930,5811979.881,899,99.6,41.923434,-88.4248315,149372848.1,398327595,0,547700443.2,0,0,0,0,0,0,0,0,0,0,0,0,581197.9881,4649583.905,0,5230781.893,53041,552984266.1
455,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,KENDALL,93,67769,13779997,485594284.4,0,0,0,0,0,0,0,0,0,506,35193,1240168.605,0,99.6,41.5853584,-88.4319488,145678285.3,388475427.5,0,534153712.8,0,0,0,0,0,0,0,0,0,0,0,0,124016.8605,992134.884,0,1116151.745,0,535269864.6
456,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,274836,58412249,2058393355,0,0,0,0,0,0,0,0,0,1927,170840,6020242.787,4060,99.6,41.3333679,-89.0917497,617518006.5,1646714684,0,2264232691,0,0,0,0,0,0,0,0,0,0,0,0,602024.2787,4816194.23,0,5418218.508,239540,2269890449
457,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,LAKE,97,9457,1420781,50067001.68,0,0,0,0,0,0,0,0,0,638,37403,1318046.95,0,99.6,42.3327033,-87.9939552,15020100.5,40053601.34,0,55073701.85,0,0,0,0,0,0,0,0,0,0,0,0,131804.695,1054437.56,0,1186242.255,0,56259944.1
458,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,92962,16122308,568135146.6,0,0,0,0,0,0,0,0,0,2910,234369,8258945.691,2003,99.6,42.3294391,-88.4605713,170440544,454508117.3,0,624948661.3,0,0,0,0,0,0,0,0,0,0,0,0,825894.5691,6607156.553,0,7433051.122,118177,632499889.4
459,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,88990,17299747,609627002.4,0,0,0,0,0,0,0,0,0,3623,254742,8976871.272,636,99.6,41.4194058,-87.9994754,182888100.7,487701601.9,0,670589702.6,0,0,0,0,0,0,0,0,0,0,0,0,897687.1272,7181497.018,0,8079184.145,37524,678706410.8
460,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,241210,52497545,1849964684,0,0,0,0,0,0,0,0,0,736,64898,2286945.191,3171,99.6,41.4016294,-89.5341179,554989405.2,1479971747,0,2034961152,0,0,0,0,0,0,0,0,0,0,0,0,228694.5191,1829556.153,0,2058250.672,187089,2037206492
461,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,CARROLL,15,133944,30708987,1082156155,0,0,0,0,0,0,0,0,0,1140,103705,3654467.796,5462,99.6,42.0647352,-89.9556785,324646846.5,865724924,0,1190371771,0,0,0,0,0,0,0,0,0,0,0,0,365446.7796,2923574.237,0,3289021.016,322258,1193983050
462,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,228670,50614384,1783603841,0,0,0,0,0,0,0,0,0,880,62680,2208784.933,0,99.6,41.3418549,-90.1177442,535081152.3,1426883073,0,1961964225,0,0,0,0,0,0,0,0,0,0,0,0,220878.4933,1767027.946,0,1987906.44,0,1963952132
463,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,98799,19037982,670880788,79,"4,420",155756.6912,0,0,0,0,0,0,646,58632,2066137.176,20432,99.6,42.3506664,-90.1743742,201264236.4,536704630.4,0,737968866.8,0,31151.33824,0,31151.33824,0,0,0,0,0,0,0,0,206613.7176,1652909.741,0,1859523.458,1205488,741065029.6
464,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,232950,48340179,1703462971,0,0,0,0,0,0,0,0,0,1085,81802,2882626.437,2560,99.6,41.74731105,-89.28602959,511038891.3,1362770377,0,1873809268,0,0,0,0,0,0,0,0,0,0,0,0,288262.6437,2306101.15,0,2594363.793,151040,1876554672
465,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,MERCER,131,123167,28509915,1004662902,0,0,0,0,0,0,0,0,0,363,23742,836646.0094,5687,99.6,41.2019729,-90.7398717,301398870.6,803730321.6,0,1105129192,0,0,0,0,0,0,0,0,0,0,0,0,83664.60094,669316.8075,0,752981.4085,335533,1106217707
466,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,203932,42220411,1487808036,0,0,0,0,0,0,0,0,0,1980,192783,6793493.709,6572,99.6,42.0397014,-89.3138599,446342410.8,1190246429,0,1636588840,0,0,0,0,0,0,0,0,0,0,0,0,679349.3709,5434794.967,0,6114144.338,387748,1643090732
467,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,22312,4766641,167971997.8,0,0,0,0,0,0,0,0,0,270,24158,851305.4627,209,99.6,41.2025915,-89.2676414,50391599.34,134377598.2,0,184769197.6,0,0,0,0,0,0,0,0,0,0,0,0,85130.54627,681044.3702,0,766174.9164,12331,185547703.5
468,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,65984,14396753,507328192.5,0,0,0,0,0,0,0,0,0,109,8217,289559.4415,4440,99.6,41.4411786,-90.5766144,152198457.8,405862554,0,558061011.8,0,0,0,0,0,0,0,0,0,0,0,0,28955.94415,231647.5532,0,260603.4974,261960,558583575.2
469,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,153010,30646455,1079952585,0,0,0,0,0,0,0,0,0,2480,228670,8058118.228,5715,99.6,42.3503474,-89.6735637,323985775.5,863962068,0,1187947844,0,0,0,0,0,0,0,0,0,0,0,0,805811.8228,6446494.582,0,7252306.405,337185,1195537335
470,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,216805,44815629,1579261105,0,0,0,0,0,0,0,0,0,1843,149347,5262849.447,2430,99.6,41.7612332,-89.9214744,473778331.5,1263408884,0,1737187216,0,0,0,0,0,0,0,0,0,0,0,0,526284.9447,4210279.558,0,4736564.502,143370,1742067150
471,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,79836,14768314,520421656.7,0,0,0,0,0,0,0,0,0,2870,231424,8155166.628,1730,99.6,42.3255276,-89.1496574,156126497,416337325.4,0,572463822.4,0,0,0,0,0,0,0,0,0,0,0,0,815516.6628,6524133.302,0,7339649.965,102070,579905542.3
472,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,43380,7148443,251904486.1,0,0,0,0,0,0,0,0,0,3031,241424,8507557.332,1723,99.6,38.410254,-88.0584362,75571345.83,201523588.9,0,277094934.7,0,0,0,0,0,0,0,0,0,0,0,0,850755.7332,6806045.866,0,7656801.599,101657,284853393.3
473,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,37668,5942584,209411135.9,0,0,0,0,0,0,0,0,0,10985,826850,29137425.36,3317,99.6,37.9765409,-88.9335327,62823340.77,167528908.7,0,230352249.5,0,0,0,0,0,0,0,0,0,0,0,0,2913742.536,23309940.29,0,26223682.82,195703,256771635.3
474,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,74482,14369053,506352070.2,0,0,0,0,0,0,0,0,0,5058,470923,16594888.75,1410,99.6,37.7509507,-88.2264519,151905621.1,405081656.2,0,556987277.2,0,0,0,0,0,0,0,0,0,0,0,0,1659488.875,13275911,0,14935399.88,83190,572005867.1
475,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,62347,11006964,387875179.3,0,0,0,0,0,0,0,0,0,8816,693825,24449748.02,880,99.6,38.0619569,-88.5301136,116362553.8,310300143.4,0,426662697.2,0,0,0,0,0,0,0,0,0,0,0,0,2444974.802,19559798.42,0,22004773.22,51920,448719390.4
476,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,0,0,0,0,0,0,0,0,0,0,0,0,119,8900,313627.7266,0,99.6,37.4999684,-88.23783528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31362.77266,250902.1813,0,282264.9539,0,282264.9539
477,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,46139,6318103,222644076.4,0,0,0,0,0,0,0,0,0,17411,1326758,46753718.57,7852,99.6,38.3010487,-88.9344303,66793222.92,178115261.1,0,244908484,0,0,0,0,0,0,0,0,0,0,0,0,4675371.857,37402974.86,0,42078346.71,463268,287450098.8
478,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,22479,3862216,136100901.5,0,0,0,0,0,0,0,0,0,1595,141302,4979351.126,0,99.6,37.2177417,-88.7163312,40830270.45,108880721.2,0,149710991.7,0,0,0,0,0,0,0,0,0,0,0,0,497935.1126,3983480.901,0,4481416.013,0,154192407.7
479,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,POPE,151,4850,765482,26974874.09,0,0,0,0,0,0,0,0,0,0,0,0,3360,99.6,37.3933531,-88.5904425,8092462.227,21579899.27,0,29672361.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198240,29870601.5
480,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,43643,7391753,260478504.3,0,0,0,0,0,0,0,0,0,2065,143731,5064946.828,3374,99.6,37.750075,-88.5302584,78143551.29,208382803.4,0,286526354.7,0,0,0,0,0,0,0,0,0,0,0,0,506494.6828,4051957.462,0,4558452.145,199066,291283872.9
481,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,47881,8043959,283461637.5,0,0,0,0,0,0,0,0,0,2892,174605,6152917.887,0,99.6,38.4615994,-87.8460903,85038491.25,226769310,0,311807801.3,0,0,0,0,0,0,0,0,0,0,0,0,615291.7887,4922334.31,0,5537626.098,0,317345427.3
482,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,119771,17965873,633100663.4,0,0,0,0,0,0,0,0,0,11673,835966,29458664.73,7074,99.6,38.4251958,-88.4197678,189930199,506480530.7,0,696410729.7,0,0,0,0,0,0,0,0,0,0,0,0,2945866.473,23566931.78,0,26512798.26,417366,723340894
483,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHEAST,90,WHITE,193,92677,17377252,612358206.6,0,0,0,0,0,0,0,0,0,8601,665588,23454702.39,0,99.6,38.0632329,-88.1577725,183707462,489886565.3,0,673594027.3,0,0,0,0,0,0,0,0,0,0,0,0,2345470.239,18763761.91,0,21109232.15,0,694703259.4
484,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,5211,831143,29288706.69,0,0,0,0,0,0,0,0,0,1190,84247,2968785.964,588,99.6,37.1801529,-89.3502834,8786612.007,23430965.35,0,32217577.36,0,0,0,0,0,0,0,0,0,0,0,0,296878.5964,2375028.771,0,2671907.368,34692,34924176.73
485,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,84970,13304000,468820592.6,70,"2,500",88097.676,0,0,0,0,0,0,23091,1695891,59761622.34,3277,99.6,38.5896187,-89.420064,140646177.8,375056474.1,0,515702651.9,0,17619.5352,0,17619.5352,0,0,0,0,0,0,0,0,5976162.234,47809297.87,0,53785460.11,193343,569699074.5
486,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,30908,4890751,172345518.8,0,0,0,0,0,0,0,0,0,16201,1088706,38364987.38,5155,99.6,37.7668943,-89.3563845,51703655.64,137876415,0,189580070.7,0,0,0,0,0,0,0,0,0,0,0,0,3836498.738,30691989.9,0,34528488.64,304145,224412704.3
487,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,4999,712078,25092966.77,0,0,0,0,0,0,0,0,0,0,0,0,5747,99.6,37.4501818,-88.8844045,7527890.031,20074373.42,0,27602263.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339073,27941336.45
488,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,MONROE,133,49625,6820449,240346282.5,0,0,0,0,0,0,0,0,0,23522,1701926,59974290.13,3489,99.6,38.2722313,-90.1792484,72103884.75,192277026,0,264380910.8,0,0,0,0,0,0,0,0,0,0,0,0,5997429.013,47979432.1,0,53976861.12,205851,318563622.9
489,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,PERRY,145,39635,5236049,184513499.3,0,0,0,0,0,0,0,0,0,23692,1829029,64453281.69,0,99.6,38.0772859,-89.3760499,55354049.79,147610799.4,0,202964849.2,0,0,0,0,0,0,0,0,0,0,0,0,6445328.169,51562625.35,0,58007953.52,0,260972802.8
490,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,18653,3442484,121309936,0,0,0,0,0,0,0,0,0,5665,404078,14239333.09,2269,99.6,37.2314232,-89.1183427,36392980.8,97047948.8,0,133440929.6,0,0,0,0,0,0,0,0,0,0,0,0,1423933.309,11391466.47,0,12815399.78,133871,146390200.4
491,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,61926,7885541,277879134.4,0,0,0,0,0,0,0,0,0,31098,2466031,86900640.02,4785,99.6,38.0472916,-89.8107962,83363740.32,222303307.5,0,305667047.8,0,0,0,0,0,0,0,0,0,0,0,0,8690064.002,69520512.02,0,78210576.02,282315,384159938.9
492,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,92737,14637594,515815205.5,0,0,0,0,0,0,0,0,0,14931,1070572,37725962.08,1938,99.6,38.4616972,-89.9324347,154744561.7,412652164.4,0,567396726.1,0,0,0,0,0,0,0,0,0,0,0,0,3772596.208,30180769.66,0,33953365.87,114342,601464433.9
493,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,UNION,181,16599,2617478,92237491.51,0,0,0,0,0,0,0,0,0,3816,275899,9722424.284,5169,99.6,37.4616454,-89.2504793,27671247.45,73789993.21,0,101461240.7,0,0,0,0,0,0,0,0,0,0,0,0,972242.4284,7777939.427,0,8750181.856,304971,110516393.5
494,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,116899,15140778,533546941.9,0,0,0,0,0,0,0,0,0,46645,3659836,128969218.5,2951,99.6,38.3662806,-89.4201902,160064082.6,426837553.5,0,586901636.1,0,0,0,0,0,0,0,0,0,0,0,0,12896921.85,103175374.8,0,116072296.7,174109,703148041.7
495,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,17803,2917967,102826444.5,0,0,0,0,0,0,0,0,0,1892,110240,3884755.121,3459,99.6,37.7376325,-88.9294452,30847933.35,82261155.6,0,113109089,0,0,0,0,0,0,0,0,0,0,0,0,388475.5121,3107804.097,0,3496279.609,204081,116809449.6
496,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,ADAMS,1,170774,32143198,1132696417,0,0,0,0,0,0,0,0,0,5149,333425,11749587.05,17558,99.6,39.9787786,-91.2110065,339808925.1,906157133.6,0,1245966059,0,0,0,0,0,0,0,0,0,0,0,0,1174958.705,9399669.64,0,10574628.35,1035922,1257576609
497,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,BROWN,9,32742,6203520,218606278,0,0,0,0,0,0,0,0,0,593,46038,1622336.323,3230,99.6,39.9498214,-90.7485656,65581883.4,174885022.4,0,240466905.8,0,0,0,0,0,0,0,0,0,0,0,0,162233.6323,1297869.058,0,1460102.691,190570,242117578.5
498,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,FULTON,57,141277,28476242,1003476297,0,0,0,0,0,0,0,0,0,875,53686,1891844.733,0,99.6,40.4714305,-90.1845556,301042889.1,802781037.6,0,1103823927,0,0,0,0,0,0,0,0,0,0,0,0,189184.4733,1513475.786,0,1702660.26,0,1105526587
499,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,HANCOCK,67,176035,38019250,1339763027,0,0,0,0,0,0,0,0,0,2401,179139,6312691.832,0,99.6,40.3941712,-91.1458063,401928908.1,1071810422,0,1473739330,0,0,0,0,0,0,0,0,0,0,0,0,631269.1832,5050153.466,0,5681422.649,0,1479420752
500,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,HENDERSON,71,88056,19054163,671450991.4,0,0,0,0,0,0,0,0,0,996,74766,2634684.338,7651,99.6,40.8156124,-90.9104547,201435297.4,537160793.1,0,738596090.5,0,0,0,0,0,0,0,0,0,0,0,0,263468.4338,2107747.47,0,2371215.904,451409,741418715.4
501,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,KNOX,95,179797,41290991,1455056139,0,0,0,0,0,0,0,0,0,491,42396,1493995.629,0,99.6,40.920889,-90.2202325,436516841.7,1164044911,0,1600561753,0,0,0,0,0,0,0,0,0,0,0,0,149399.5629,1195196.503,0,1344596.066,0,1601906349
502,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,MCDONOUGH,109,136868,30037315,1058487058,0,0,0,0,0,0,0,0,0,235,18700,658970.6165,9048,99.6,40.4376858,-90.6780272,317546117.4,846789646.4,0,1164335764,0,0,0,0,0,0,0,0,0,0,0,0,65897.06165,527176.4932,0,593073.5549,533832,1165462669
503,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,SCHUYLER,169,67048,12429267,437995814.8,0,0,0,0,0,0,0,0,0,858,61088,2152684.333,5009,99.6,40.1370869,-90.5697373,131398744.4,350396651.8,0,481795396.3,0,0,0,0,0,0,0,0,0,0,0,0,215268.4333,1722147.466,0,1937415.9,295531,484028343.2
504,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST,30,WARREN,187,158390,37465808,1320260246,0,0,0,0,0,0,0,0,0,131,7496,264152.0717,7318,99.6,40.8442828,-90.6168408,396078073.8,1056208197,0,1452286271,0,0,0,0,0,0,0,0,0,0,0,0,26415.20717,211321.6574,0,237736.8645,431762,1452955769
505,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,52929,8678553,305824140.1,0,0,0,0,0,0,0,0,0,9099,633570,22326417.83,2585,99.6,38.8630331,-89.4391416,91747242.03,244659312.1,0,336406554.1,0,0,0,0,0,0,0,0,0,0,0,0,2232641.783,17861134.26,0,20093776.05,152515,356652845.2
506,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CALHOUN,13,21639,3401598,119869151.4,0,0,0,0,0,0,0,0,0,1514,86348,3042823.251,0,99.6,39.1397507,-90.6506113,35960745.42,95895321.12,0,131856066.5,0,0,0,0,0,0,0,0,0,0,0,0,304282.3251,2434258.601,0,2738540.926,0,134594607.5
507,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CASS,17,86133,16918946,596207929.2,0,0,0,0,0,0,0,0,0,1500,86233,3038770.758,2056,99.6,39.9682127,-90.250722,178862378.8,476966343.4,0,655828722.1,0,0,0,0,0,0,0,0,0,0,0,0,303877.0758,2431016.606,0,2734893.682,121304,658684919.8
508,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,190461,40415812,1424215644,0,0,0,0,0,0,0,0,0,2010,158534,5586590.787,2619,99.6,39.5212598,-89.2829783,427264693.2,1139372515,0,1566637208,0,0,0,0,0,0,0,0,0,0,0,0,558659.0787,4469272.63,0,5027931.708,154521,1571819661
509,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,118379,22806460,803678449.5,0,0,0,0,0,0,0,0,0,2113,134061,4724185.017,0,99.6,39.3573664,-90.3898985,241103534.9,642942759.6,0,884046294.5,0,0,0,0,0,0,0,0,0,0,0,0,472418.5017,3779348.014,0,4251766.515,0,888298061
510,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,75359,12444299,438525528.5,0,0,0,0,0,0,0,0,0,639,44580,1570957.758,0,99.6,39.0848464,-90.3303344,131557658.6,350820422.8,0,482378081.4,0,0,0,0,0,0,0,0,0,0,0,0,157095.7758,1256766.206,0,1413861.982,0,483791943.3
511,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,164851,30904543,1089047366,0,0,0,0,0,0,0,0,0,5868,401205,14138091.24,8510,99.6,39.2420653,-89.925212,326714209.8,871237892.8,0,1197952103,0,0,0,0,0,0,0,0,0,0,0,0,1413809.124,11310472.99,0,12724282.12,502090,1211178475
512,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,121675,20650361,727699525.1,0,0,0,0,0,0,0,0,0,16331,1078291,37997972.46,5013,99.6,38.811063,-89.9017112,218309857.5,582159620.1,0,800469477.6,0,0,0,0,0,0,0,0,0,0,0,0,3799797.246,30398377.97,0,34198175.21,295767,834963419.8
513,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,187192,35753317,1259913655,0,0,0,0,0,0,0,0,0,7622,571919,20153893.9,4454,99.6,39.2052633,-89.5057126,377974096.5,1007930924,0,1385905021,0,0,0,0,0,0,0,0,0,0,0,0,2015389.39,16123115.12,0,18138504.51,262786,1404306311
514,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,131605,25935859,913955561.2,0,0,0,0,0,0,0,0,0,740,60510,2132316.15,5115,99.6,39.7062265,-90.190335,274186668.4,731164449,0,1005351117,0,0,0,0,0,0,0,0,0,0,0,0,213231.615,1705852.92,0,1919084.535,301785,1007571987
515,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,160812,29373448,1035093002,0,0,0,0,0,0,0,0,0,3108,211783,7463036.047,8760,99.6,39.6108707,-90.8538306,310527900.6,828074401.6,0,1138602302,0,0,0,0,0,0,0,0,0,0,0,0,746303.6047,5970428.838,0,6716732.442,516840,1145835875
516,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,257193,55447695,1953925228,0,0,0,0,0,0,0,0,0,2665,160168,5644171.428,0,99.6,39.7623668,-89.6454905,586177568.4,1563140182,0,2149317751,0,0,0,0,0,0,0,0,0,0,0,0,564417.1428,4515337.142,0,5079754.285,0,2154397505
517,CENSUS,2017,YEAR,COUNTY,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,60497,11989623,422503169,0,0,0,0,0,0,0,0,0,372,24110,849613.9873,3787,99.6,39.6333408,-90.4753685,126750950.7,338002535.2,0,464753485.9,0,0,0,0,0,0,0,0,0,0,0,0,84961.39873,679691.1898,0,764652.5886,223433,465741571.5
518,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,56473,10326708,363903590.2,0,0,0,0,0,0,0,0,0,5372,468355,16504394.82,0,106,39.1914156,-85.8204601,109171077.1,291122872.2,0,400293949.2,0,0,0,0,0,0,0,0,0,0,0,0,1650439.482,13203515.86,0,14853955.34,0,415147904.6
519,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,92504,17087994,602165023.6,0,0,0,0,0,0,0,0,0,2043,182296,6423941.578,1373,106,40.0459913,-86.4650842,180649507.1,481732018.9,0,662381526,0,0,0,0,0,0,0,0,0,0,0,0,642394.1578,5139153.262,0,5781547.42,81007,668244080.4
520,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,110973,20465567,721187556.3,0,0,0,0,0,0,0,0,0,1720,146315,5156004.586,0,106,40.2992769,-86.4692735,216356266.9,576950045,0,793306311.9,0,0,0,0,0,0,0,0,0,0,0,0,515600.4586,4124803.669,0,4640404.127,0,797946716.1
521,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,75236,14415354,507983674.4,362,"34,340",1210109.678,0,0,0,0,0,0,3055,213629,7528087.37,0,106,39.2862128,-85.4943058,152395102.3,406386939.5,0,558782041.8,0,242021.9356,0,242021.9356,0,0,0,0,0,0,0,0,752808.737,6022469.896,0,6775278.633,0,565799342.4
522,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,60570,10850114,382347931.1,0,0,0,0,0,0,0,0,0,2892,192847,6795749.009,0,106,40.5114735,-85.6540606,114704379.3,305878344.9,0,420582724.2,0,0,0,0,0,0,0,0,0,0,0,0,679574.9009,5436599.207,0,6116174.108,0,426698898.3
523,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,51617,8363094,294707658.2,0,0,0,0,0,0,0,0,0,1255,84535,2978934.816,496,106,40.0749813,-86.0498885,88412297.46,235766126.6,0,324178424,0,0,0,0,0,0,0,0,0,0,0,0,297893.4816,2383147.853,0,2681041.334,29264,326888729.4
524,CENSUS,2017,YEAR,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,71657,11394955,401547621.4,0,0,0,0,0,0,0,0,0,3395,252239,8888667.879,920,106,39.8127873,-85.7874738,120464286.4,321238097.1,0,441702383.5,0,0,0,0,0,0,0,0,0,0,0,0,888866.7879,7110934.303,0,7999801.091,54280,449756464.6
